,paper id,doi,title,year,forum,forum id
1448,conf/itc/QuerbachKBZAESD14,10.1109/TEST.2014.7035340,"A reusable BIST with software assisted repair technology for improved memory and IO debug, validation and test time.",2014,ITC,conf/itc
1449,conf/itc/GoelAWCHMLCKVMSCLCK13,10.1109/TEST.2013.6651893,Test and debug strategy for TSMC CoWoS™ stacking process based heterogeneous 3D IC - A silicon case study.,2013,ITC,conf/itc
1450,conf/itc/AyariABCKPR12,10.1109/TEST.2012.6401560,Making predictive analog/RF alternate test strategy independent of training set size.,2012,ITC,conf/itc
1451,conf/itc/LiuX12,10.1109/TEST.2012.6401539,On efficient silicon debug with flexible trace interconnection fabric.,2012,ITC,conf/itc
1452,conf/itc/AmyeenJVPT11,10.1109/TEST.2011.6139147,Logic BIST silicon debug and volume diagnosis methodology.,2011,ITC,conf/itc
1453,conf/itc/BasuMP11,10.1109/TEST.2011.6139157,Efficient combination of trace and scan signals for post silicon validation and debug.,2011,ITC,conf/itc
1454,conf/itc/ChenCWCJC11,10.1109/TEST.2011.6139155,Design-for-debug layout adjustment for FIB probing and circuit editing.,2011,ITC,conf/itc
1455,conf/itc/Zeng11,10.1109/TEST.2011.6139193,Challenges and best practices in advanced silicon debug.,2011,ITC,conf/itc
1456,conf/itc/AmyeenVM09,10.1109/TEST.2009.5355702,Microprocessor system failures debug and fault isolation methodology.,2009,ITC,conf/itc
1457,conf/itc/LiuX09a,10.1109/TEST.2009.5355831,Trace signal selection for debugging electrical errors in post-silicon validation.,2009,ITC,conf/itc
1458,conf/itc/PetersenPLBIJ09,10.1109/TEST.2009.5355542,Voltage transient detection and induction for debug and test.,2009,ITC,conf/itc
1459,conf/itc/AnisN07,10.1109/TEST.2007.4437613,On using lossless compression of debug data in embedded logic analysis.,2007,ITC,conf/itc
1460,conf/itc/ChakrabortyCT07,10.1109/TEST.2007.4437663,A practical approach to comprehensive system test &amp; debug using boundary scan based test architecture.,2007,ITC,conf/itc
1461,conf/itc/LaisneNZPCBSPAS07,10.1109/TEST.2007.4437628,Verification and debugging of IDDQ test of low power chips.,2007,ITC,conf/itc
1462,conf/itc/NatarajanSDW07,10.1109/TEST.2007.4437593,Rapid UHF RFID silicon debug and production testing.,2007,ITC,conf/itc
1463,conf/itc/ParkerD07,10.1109/TEST.2007.4437600,A bead probe CAD strategy for in-circuit test.,2007,ITC,conf/itc
1464,conf/itc/XingJCG07,10.1109/TEST.2007.4437655,A fully digital-compatible BIST strategy for ADC linearity testing.,2007,ITC,conf/itc
1465,conf/itc/RileyCGS06,10.1109/TEST.2006.297671,Debug of the CELL Processor - Moving the Lab into Silicon.,2006,ITC,conf/itc
1466,conf/itc/AmoryBCLM05,10.1109/TEST.2005.1584020,A scalable test strategy for network-on-chip routers.,2005,ITC,conf/itc
1467,conf/itc/CatyDB05,10.1109/TEST.2005.1583986,Microprocessor silicon debug based on failure propagation tracing.,2005,ITC,conf/itc
1468,conf/itc/DattaNMA05,10.1109/TEST.2005.1583966,Testing and debugging delay faults in dynamic circuits.,2005,ITC,conf/itc
1469,conf/itc/FerrySS05,10.1109/TEST.2005.1584043,A strategy for board level in-system programmable built-in assisted test and built-in self test.,2005,ITC,conf/itc
1470,conf/itc/KaamVB05,10.1109/TEST.2005.1583985,Test and debug features of the RTO7 chip.,2005,ITC,conf/itc
1471,conf/itc/MichelR04,10.1109/TEST.2004.1386974,Test Strategy Cost Model Innovations.,2004,ITC,conf/itc
1472,conf/itc/Njinda04,10.1109/TEST.2004.1387379,"A Hierarchical DFT Architecture for Chip, Board and System Test/Debug.",2004,ITC,conf/itc
1473,conf/itc/WuLRJST04,10.1109/TEST.2004.1386935,An Optimized DFT and Test Pattern Generation Strategy for an Intel High Performance Microprocessor.,2004,ITC,conf/itc
1474,conf/itc/DesplatsBPNLS03,10.1109/TEST.2003.1270847,Fault Localization using Time Resolved Photon Emission and STIL Waveforms.,2003,ITC,conf/itc
1475,conf/itc/LogtHW03,10.1109/TEST.2003.1270910,An extension to JTAG for at-speed debug on a system.,2003,ITC,conf/itc
1476,conf/itc/Molyneaux03,10.1109/TEST.2003.1271143,Debug and Diagnosis in the Age of System-on-a-Chip.,2003,ITC,conf/itc
1477,conf/itc/Velev03,10.1109/TEST.2003.1270834,Collection of High-Level Microprocessor Bugs from Formal Verification of Pipelined and Superscalar Designs.,2003,ITC,conf/itc
1478,conf/itc/West03,10.1109/TEST.2003.1271081,Simultaneous Bidirectional Test Data Flow for a Low-cost Wafer Test Strategy.,2003,ITC,conf/itc
1479,conf/itc/WurtenbergerTH03,10.1109/TEST.2003.1270870,A Hybrid Coding Strategy For Optimized Test Data Compression.,2003,ITC,conf/itc
1480,conf/itc/BalachandranBS02,10.1109/TEST.2002.1041814,Facilitating Rapid First Silicon Debug.,2002,ITC,conf/itc
1481,conf/itc/GoelV02,10.1109/TEST.2002.1041867,Hierarchical Data Invalidation Analysis for Scan-Based Debug on Multiple-Clock System Chips.,2002,ITC,conf/itc
1482,conf/itc/GuWLKC02,10.1109/TEST.2002.1041816,Re-Using DFT Logic for Functional and Silicon Debugging Test.,2002,ITC,conf/itc
1483,conf/itc/Josephson02,10.1109/TEST.2002.1041817,The Manic Depression of Microprocessor Debug.,2002,ITC,conf/itc
1484,conf/itc/Litt02,10.1109/TEST.2002.1041809,Support for Debugging in the Alpha 21364 Microprocessor.,2002,ITC,conf/itc
1485,conf/itc/PyronBBGRY02,10.1109/TEST.2002.1041818,Silicon Symptoms to Solutions - Applying Design for Debug Techniques.,2002,ITC,conf/itc
1486,conf/itc/VermeulenWB02,10.1109/TEST.2002.1041745,EEE 1149.1-Compliant Access Architecture for Multiple Core Debug on Digital System Chips.,2002,ITC,conf/itc
1487,conf/itc/VermeulenWG02,10.1109/TEST.2002.1041815,Core-Based Scan Architecture for Silicon Debug.,2002,ITC,conf/itc
1488,conf/itc/JosephsonPG01,10.1109/TEST.2001.966662,Debug methodology for the McKinley processor.,2001,ITC,conf/itc
1489,conf/itc/ShinYRA01,10.1109/TEST.2001.966619,At-speed logic BIST using a frozen clock testing strategy.,2001,ITC,conf/itc
1490,conf/itc/VermeulenOB01,10.1109/TEST.2001.966625,Test and debug strategy of the PNX8525 NexperiaTM digital video platform system chip.,2001,ITC,conf/itc
1491,conf/itc/Golshan00,10.1109/TEST.2000.894201,Test and on-line debug capabilities of IEEE Std 1149.1 in UltraSPARC-III microprocessor.,2000,ITC,conf/itc
1492,conf/itc/HarrisonCN00,10.1109/TEST.2000.894190,The implementation of IEEE Std 1149.1 boundary scan test strategy within a cellular infrastructure production environment.,2000,ITC,conf/itc
1493,conf/itc/LivengoodM99,10.1109/TEST.1999.805819,Design for (physical) debug for silicon microsurgery and probing of flip-chip packaged integrated circuits.,1999,ITC,conf/itc
1494,conf/itc/RootselaarV99,10.1109/TEST.1999.805821,Silicon debug - scan chains alone are not enough.,1999,ITC,conf/itc
1495,conf/itc/Wood99,10.1109/TEST.1999.805622,The test and debug features of the AMD-K7 microprocessor.,1999,ITC,conf/itc
1496,conf/itc/Cheng97,10.1109/TEST.1998.743355,National Science Foundation Workshop on Future Research Directions in Testing of Electronic Circuits and Systems - executive summary of workshop report.,1998,ITC,conf/itc
1497,conf/itc/KwonMH98,10.1109/TEST.1998.743217,FakeFault - a silicon debug software tool for microprocessor embedded memory arrays.,1998,ITC,conf/itc
1498,conf/itc/CarbineF97,10.1109/TEST.1997.639630,Pentium® Pro Processor Design for Test and Debug.,1997,ITC,conf/itc
1499,conf/itc/MaS97,10.1109/TEST.1997.639680,OLDEVDTP - A Novel Environment for Off-Line Debugging of VLSI Device Test Programs.,1997,ITC,conf/itc
1500,conf/itc/PyronPG97,10.1109/TEST.1997.639644,Next-Generation PowerPCTM Microprocessor Test Strategy Improvements.,1997,ITC,conf/itc
1501,conf/itc/RenovellB97,10.1109/TEST.1997.639669,Test Strategy Sensitivity to Defect Parameters.,1997,ITC,conf/itc
1502,conf/itc/Westfall97,10.1109/TEST.1997.639678,Memory Test-Debugging Test Vectors Without ATE.,1997,ITC,conf/itc
1503,conf/itc/NeedhamG96,10.1109/TEST.1996.557029,DFT Strategy for Intel Microprocessors.,1996,ITC,conf/itc
1504,conf/itc/Bullock95,10.1109/TEST.1995.529908,Report on a Pilot Project Successfully Implementing a Design-to-Test Methodology.,1995,ITC,conf/itc
1505,conf/itc/HaoA95,10.1109/TEST.1995.529831,Structured Design-for-Debug - The SuperSPARCTM II Methodology and Implementation.,1995,ITC,conf/itc
1506,conf/itc/JarwalaLH95,10.1109/TEST.1995.529940,End-to-End Test Strategy for Wireless Systems.,1995,ITC,conf/itc
1507,conf/itc/LevittNNGYJBP95,10.1109/TEST.1995.529829,"Testability, Debuggability, and Manufacturability Features of the UltraSPARCTM-I Microprocessor.",1995,ITC,conf/itc
1508,conf/itc/VeilletteR95,10.1109/TEST.1995.529939,A Bulti-in Self-Test Strategy for Wireless Communication Systems.,1995,ITC,conf/itc
1509,conf/itc/YenSMWE95,10.1109/TEST.1995.529830,Overview of PowerPCTM 620 Multiprocessor Verification Strategy.,1995,ITC,conf/itc
1510,conf/itc/BhavsarE94,10.1109/TEST.1994.527935,Testability Strategy of the ALPHA AXP 21164 Microprocessor.,1994,ITC,conf/itc
1511,conf/itc/HoldbrookJMPRW94,10.1109/TEST.1994.527937,microSPARCTM - A Case Study of Scan-Based Debug.,1994,ITC,conf/itc
1512,conf/itc/Katz94,10.1109/TEST.1994.527987,A Case Study in the Use of Scan in microSparcTM Testing and Debug.,1994,ITC,conf/itc
1513,conf/itc/WheaterNML94,10.1109/TEST.1994.527940,ASIC Test Cost/Strategy Trade-offs.,1994,ITC,conf/itc
1514,conf/itc/DislisDA93,10.1109/TEST.1993.470674,Algorithms for Cost Optimised Test Strategy Selection.,1993,ITC,conf/itc
1515,conf/itc/BurnsteinJMTGL92,10.1109/TEST.1992.527918,Intelligent Fault Localization in Software.,1992,ITC,conf/itc
1516,conf/itc/PantanoR92,10.1109/TEST.1992.527842,VECTOR (Virtual Edge Connector Test) - A Strategy to Increase TPS Fault Coverage Without Adding Test Vectors.,1992,ITC,conf/itc
1517,conf/itc/MarzoukiLC91,10.1109/TEST.1991.519515,Coupling Electron-Beam Probing with Knowledge-Based Fault Localization.,1991,ITC,conf/itc
1518,conf/itc/BeenkerDSS89,10.1109/TEST.1989.82353,A Testability Strategy for Silicon Compilers.,1989,ITC,conf/itc
1519,conf/itc/ErnstSJ89,10.1109/TEST.1989.82389,TSG - A Test System Generator for Debugging and Regression Test of High-Level Behavioral Synthesis Tools.,1989,ITC,conf/itc
1520,conf/itc/Mann89,10.1109/TEST.1989.82348,R96MFX Test Strategy.,1989,ITC,conf/itc
1521,conf/itc/MinR89,10.1109/TEST.1989.82369,Search Strategy Switching - An Alternative to Increased Backtracking.,1989,ITC,conf/itc
1522,conf/itc/Dervisoglu88,10.1109/TEST.1988.207887,Using Scan Technology for Debug and Diagnostics in a Workstation Environment.,1988,ITC,conf/itc
1523,conf/itc/Grennan88,10.1109/TEST.1988.207813,Application of a Commercial Data Base Management System to Memory Device Test Program Generation and Debugging.,1988,ITC,conf/itc
1524,conf/itc/MerlihoH88,10.1109/TEST.1988.207886,Built-In Test Strategy for Next Generation Military Avionic Hardware.,1988,ITC,conf/itc
1525,conf/itc/Merritt88,10.1109/TEST.1988.207758,A Strategy for Generating Functional Tests from Device Simulations.,1988,ITC,conf/itc
1526,conf/itc/RicchettiH88,10.1109/TEST.1988.207888,Scan Diagnostic Strategy for the Series 10000 Prism Workstation.,1988,ITC,conf/itc
1527,conf/itc/BustDK86,,ABNER - A Burn-In Monitor and Error Reporting System for PBX Systems Test.,1986,ITC,conf/itc
1528,conf/itc/CherkasskyK86,,A Group Probing Strategy for Testing Large Number of Chips.,1986,ITC,conf/itc
1529,conf/itc/Fabish86,,A Strategy for Enhancing Fault Coverage on VLSI Circuit Boards Using Performance In-Circuit Test Techniques.,1986,ITC,conf/itc
1530,conf/itc/HidaiMT86,,Test Program Debugging Environment for Linear IC Testers.,1986,ITC,conf/itc
1531,conf/itc/SubrahmanyamC86,,A Divide and Conquer Testing Strategy for Detection of Multiple Faults by SFDTS.,1986,ITC,conf/itc
1532,conf/itc/TaoHL86,,A Concurrent Testing Strategy for PLAs.,1986,ITC,conf/itc
1533,conf/itc/Klosterman85,,A Computer System Diagnostic Strategy Based on ROM-Resident Diagnostics.,1985,ITC,conf/itc
1534,conf/itc/LeeL85,,A Comprehensive Approach to Test Program Debugging for High Performance VLSI Test Systems.,1985,ITC,conf/itc
1535,conf/itc/VelazcoZK85,,A Microprocessor Test Approach Allowing Fault Localization.,1985,ITC,conf/itc
1536,conf/itc/BalasubramaniamF84,,Test Strategy for a 32-Bit Microprocessor Module with Memory Management.,1984,ITC,conf/itc
1537,conf/itc/Hansen84,,A Multimode Programming Strategy for VLSI Boards.,1984,ITC,conf/itc
1538,conf/itc/LeeM84,,Behavioral Simulation of VLSI Test System Aids Debugging and Analysis of Test Programs.,1984,ITC,conf/itc
1539,journals/tcad/VineeshKSSFS21,10.1109/TCAD.2020.3011039,Enhanced Design Debugging With Assistance From Guidance-Based Model Checking.,2021,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1540,journals/tcad/WassalIA21,10.1109/TCAD.2020.2995342,Multistage Multirate Transfer Function Automated Synthesis Using Hybrid Sampling Strategy-Based Differential Evolution.,2021,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1541,journals/tcad/BeigMohammadiA20,10.1109/TCAD.2018.2883969,Combinational Hybrid Signal Selection With Updated Reachability Lists for Post-Silicon Debug.,2020,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1542,journals/tcad/ChenCCWS20,10.1109/TCAD.2018.2887045,A Partial Page Cache Strategy for NVRAM-Based Storage Devices.,2020,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1543,journals/tcad/DengWG20,10.1109/TCAD.2020.2977069,Novel Design Strategy Toward A2 Trojan Detection Based on Built-In Acceleration Structure.,2020,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1544,journals/tcad/SinghS20,10.1109/TCAD.2020.3012862,Specification-Guided Automated Debugging of CPS Models.,2020,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1545,journals/tcad/VeiraPV20,10.1109/TCAD.2020.2966448,Searching for Bugs Using Probabilistic Suspect Implications.,2020,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1546,journals/tcad/CampbellLHYGRMC19,10.1109/TCAD.2018.2837103,Hybrid Quick Error Detection - Validation and Debug of SoCs Through High-Level Synthesis.,2019,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1547,journals/tcad/ChengL0019,10.1109/TCAD.2018.2818690,Cluster Restoration-Based Trace Signal Selection for Post-Silicon Debug.,2019,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1548,journals/tcad/EfendiogluSK19,10.1109/TCAD.2018.2878193,Bug Prediction of SystemC Models Using Machine Learning.,2019,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1549,journals/tcad/LiSMZYJP19,10.1109/TCAD.2017.2750088,Provably Secure Camouflaging Strategy for IC Protection.,2019,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1550,journals/tcad/WangHYL19,10.1109/TCAD.2018.2808227,A Temperature-Aware Reliability Enhancement Strategy for 3-D Charge-Trap Flash Memory.,2019,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1551,journals/tcad/ChengLWSLL18,10.1109/TCAD.2017.2778084,On Trace Buffer Reuse-Based Trigger Generation in Post-Silicon Debug.,2018,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1552,journals/tcad/JiCWSX18,10.1109/TCAD.2017.2729405,An I/O Scheduling Strategy for Embedded Flash Storage Devices With Mapping Cache.,2018,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1553,journals/tcad/Szczesny18,10.1109/TCAD.2017.2740295,HDL-Based Synthesis System With Debugger for Current-Mode FPAA.,2018,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1554,journals/tcad/GoedersW17,10.1109/TCAD.2016.2565204,Signal-Tracing Techniques for In-System FPGA Debugging of High-Level Synthesis Circuits.,2017,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1555,journals/tcad/HuangLQWS16,10.1109/TCAD.2015.2474394,An Endurance-Aware Metadata Allocation Strategy for MLC NAND Flash Memory Storage Systems.,2016,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1556,journals/tcad/WeiDZQP16,10.1109/TCAD.2016.2533861,NRC - A Nibble Remapping Coding Strategy for NAND Flash Reliability Extension.,2016,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1557,journals/tcad/GuoCCWCHC14,10.1109/TCAD.2013.2288688,Pre-Silicon Bug Forecast.,2014,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1558,journals/tcad/LiD14,10.1109/TCAD.2014.2307533,A Hybrid Approach for Fast and Accurate Trace Signal Selection for Post-Silicon Debug.,2014,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1559,journals/tcad/MangassarianLV14,10.1109/TCAD.2013.2278491,Debugging RTL Using Structural Dominance.,2014,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1560,journals/tcad/WangHSCBD14,10.1109/TCAD.2014.2347929,A Reliability-Aware Address Mapping Strategy for NAND Flash Memory Storage Systems.,2014,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1561,journals/tcad/KengV13,10.1109/TCAD.2013.2263036,Path-Directed Abstraction and Refinement for SAT-Based Design Debugging.,2013,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1562,journals/tcad/MitraBDGK13,10.1109/TCAD.2013.2252055,Formal Guarantees for Localized Bug Fixes.,2013,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1563,journals/tcad/LeGD12,10.1109/TCAD.2012.2188800,Automatic TLM Fault Localization for SystemC.,2012,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1564,journals/tcad/MukherjeeD12a,10.1109/TCAD.2012.2203599,Computing Minimal Debugging Windows in Failure Traces of AMS Assertions.,2012,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1565,journals/tcad/YangT12,10.1109/TCAD.2011.2171184,Efficient Trace Signal Selection for Silicon Debug by Error Transmission Analysis.,2012,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1566,journals/tcad/LuoYMWS11,10.1109/TCAD.2010.2097173,A New Strategy for Simultaneous Escape Based on Boundary Routing.,2011,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1567,journals/tcad/ChenSMV10,10.1109/TCAD.2010.2061270,Automated Design Debugging With Maximum Satisfiability.,2010,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1568,journals/tcad/KengSV10,10.1109/TCAD.2010.2061370,Bounded Model Debugging.,2010,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1569,journals/tcad/DaoudN09,10.1109/TCAD.2009.2023198,Real-Time Lossless Compression for Silicon Debug.,2009,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1570,journals/tcad/JiangLJ09,10.1109/TCAD.2008.2009163,Accurate Rank Ordering of Error Candidates for Efficient HDL Design Debugging.,2009,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1571,journals/tcad/KoN09,10.1109/TCAD.2008.2009158,Algorithms for State Restoration and Trace-Signal Selection for Data Acquisition in Silicon Debug.,2009,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1572,journals/tcad/ParkHM09,10.1109/TCAD.2009.2030595,Post-Silicon Bug Localization in Processors Using Instruction Footprint Recording and Analysis (IFRA).,2009,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1573,journals/tcad/SafarpourV09,10.1109/TCAD.2009.2030593,Automated Design Debugging With Abstraction and Refinement.,2009,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1574,journals/tcad/SarbisheiTAF09,10.1109/TCAD.2009.2013998,A Formal Approach for Debugging Arithmetic Circuits.,2009,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1575,journals/tcad/FeySBD08,10.1109/TCAD.2008.923234,Automatic Fault Localization for Property Checking.,2008,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1576,journals/tcad/ChangBM07,10.1109/TCAD.2006.882511,Simulation-Based Bug Trace Minimization With BMC-Based Refinement.,2007,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1577,journals/tcad/YangC07,10.1109/TCAD.2007.906479,Silicon Debug for Timing Errors.,2007,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1578,journals/tcad/SmithVAV05,10.1109/TCAD.2005.852031,Fault diagnosis and logic debugging using Boolean satisfiability.,2005,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1579,journals/tcad/Madden02,10.1109/43.980262,Reporting of standard cell placement results.,2002,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1580,journals/tcad/KoushanfarKHPP01,10.1109/43.913757,Symbolic debugging of embedded hardware and software.,2001,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1581,journals/tcad/MeurisSM01,10.1109/43.924828,Strategy for electromagnetic interconnect modeling.,2001,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1582,journals/tcad/KoyamaUAKT00,10.1109/43.848087,Switching well noise modeling and minimization strategy for digitalcircuits with a controllable threshold voltage scheme.,2000,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1583,journals/tcad/KirovskiPG99,10.1109/43.806800,Improving the observability and controllability of datapaths foremulation-based debugging.,1999,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1584,journals/tcad/BernardoBLNSW92,10.1109/43.124423,Integrated circuit design optimization using a sequential strategy.,1992,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1585,journals/tcad/YangK92,10.1109/43.149773,HALO - an efficient global placement strategy for standard cells.,1992,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1586,journals/tcad/BurglerCF91,10.1109/43.88921,An adaptive grid refinement strategy for the drift-diffusion equations.,1991,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1587,journals/tcad/Dervisoglu90,10.1109/43.55191,Application of scan hardware and software for debug and diagnostics in a workstation environment.,1990,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1588,journals/tcad/AlonA88,10.1109/43.3171,Model and solution strategy for placement of rectangular blocks in the Euclidean plane.,1988,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1589,journals/tcad/ForghieriGCGRB88,10.1109/43.3153,A new discretization strategy of the semiconductor equations comprising momentum and energy balance.,1988,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1590,journals/tcad/MaesMD86,10.1109/TCAD.1986.1270202,SIMPAR - A Versatile Technology Independent Parameter Extraction Program Using a New Optimized Fit-Strategy.,1986,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1591,journals/tcad/ManBMC85,10.1109/TCAD.1985.1270126,DIALOG - An Expert Debugging System for MOSVLSI Design.,1985,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1592,journals/tcad/MeinerzhagenDE85,10.1109/TCAD.1985.1270159,Quasi-Simultaneous Solution Method - A New Highly Efficient Strategy for Numerical MOST Simulations.,1985,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,journals/tcad
1593,journals/tc/GaiQZ21,10.1109/TC.2020.2993561,An Energy-Aware High Performance Task Allocation Strategy in Heterogeneous Fog Computing Environments.,2021,IEEE Trans. Computers,journals/tc
1594,journals/tc/FarahmandiM19,10.1109/TC.2018.2868362,Automated Test Generation for Debugging Multiple Bugs in Arithmetic Circuits.,2019,IEEE Trans. Computers,journals/tc
1595,journals/tc/ChenCLWS18,10.1109/TC.2018.2818118,An Erase Efficiency Boosting Strategy for 3D Charge Trap NAND Flash.,2018,IEEE Trans. Computers,journals/tc
1596,journals/tc/ChoiOLK18,10.1109/TC.2018.2835462,Test Resource Reused Debug Scheme to Reduce the Post-Silicon Debug Cost.,2018,IEEE Trans. Computers,journals/tc
1597,journals/tc/MannaMCS18,10.1109/TC.2017.2770130,Thermal-Aware Application Mapping Strategy for Network-on-Chip Based System Design.,2018,IEEE Trans. Computers,journals/tc
1598,journals/tc/OhCK17,10.1109/TC.2017.2678504,DRAM-Based Error Detection Method to Reduce the Post-Silicon Debug Time for Multiple Identical Cores.,2017,IEEE Trans. Computers,journals/tc
1599,journals/tc/OhHCK17,10.1109/TC.2016.2561920,An On-Chip Error Detection Method to Reduce the Post-Silicon Debug Time.,2017,IEEE Trans. Computers,journals/tc
1600,journals/tc/DuRSPPLE16,10.1109/TC.2015.2456014,Online Test of Control Flow Errors - A New Debug Interface-Based Approach.,2016,IEEE Trans. Computers,journals/tc
1601,journals/tc/ZhangYWDC16,10.1109/TC.2015.2512860,Hardware Support for Concurrent Detection of Multiple Concurrency Bugs on Fused CPU-GPU Architectures.,2016,IEEE Trans. Computers,journals/tc
1602,journals/tc/AlizadehBK15,10.1109/TC.2014.2329687,A Scalable Formal Debugging Approach with Auto-Correction Capability Based on Static Slicing and Dynamic Ranking for RTL Datapath Designs.,2015,IEEE Trans. Computers,journals/tc
1603,journals/tc/YeZ15,10.1109/TC.2014.2308188,A Self-Adaptive Strategy for Evolution of Cooperation in Distributed Networks.,2015,IEEE Trans. Computers,journals/tc
1604,journals/tc/ZhengGWC15,10.1109/TC.2014.2346204,"STAR - Strategy-Proof Double Auctions for Multi-Cloud, Multi-Tenant Bandwidth Reservation.",2015,IEEE Trans. Computers,journals/tc
1605,journals/tc/ZhengL15,10.1109/TC.2013.189,Selecting an Optimal Fault Tolerance Strategy for Reliable Service-Oriented Systems with Local and Global Constraints.,2015,IEEE Trans. Computers,journals/tc
1606,journals/tc/ChenLX14,10.1109/TC.2013.15,Improving MapReduce Performance Using Smart Speculative Execution Strategy.,2014,IEEE Trans. Computers,journals/tc
1607,journals/tc/NeishaburiZ14,10.1109/TC.2013.107,On a New Mechanism of Trigger Generation for Post-Silicon Debugging.,2014,IEEE Trans. Computers,journals/tc
1608,journals/tc/ChenCLLYSH13,10.1109/TC.2012.115,LDet - Determinizing Asynchronous Transfer for Postsilicon Debugging.,2013,IEEE Trans. Computers,journals/tc
1609,journals/tc/LiuZY013,10.1109/TC.2011.207,SinkTrail - A Proactive Data Reporting Protocol for Wireless Sensor Networks.,2013,IEEE Trans. Computers,journals/tc
1610,journals/tc/KoN12,10.1109/TC.2011.192,Mapping Trigger Conditions onto Trigger Units during Post-silicon Validation and Debugging.,2012,IEEE Trans. Computers,journals/tc
1611,journals/tc/WenCCC12,10.1109/TC.2010.254,NUDA - A Non-Uniform Debugging Architecture and Nonintrusive Race Detection for Many-Core Systems.,2012,IEEE Trans. Computers,journals/tc
1612,journals/tc/ChangK11,10.1109/TC.2010.126,A Management Strategy for the Reliability and Performance Improvement of MLC-Based Flash-Memory Storage Systems.,2011,IEEE Trans. Computers,journals/tc
