,paper id,doi,title,year,forum,forum id,mendeley keywords,publication ids,mendeley id
1229,journals/access/BattiatoGGP21,10.1109/ACCESS.2021.3080576,First Quantization Estimation by a Robust Data Exploitation Strategy of DCT Coefficients.,2021,IEEE Access,journals/access,"('FQE', 'JPEG', 'multimedia forensics')","(('issn', '21693536'), ('sgr', '85105881676'), ('doi', '10.1109/ACCESS.2021.3080576'), ('pui', '635033280'), ('scopus', '2-s2.0-85105881676'))",84460e36-1d57-3a3d-b5de-6f1eb1e82cc7
1230,journals/access/BedawyYML21,10.1109/ACCESS.2021.3106838,An Effective Coordination Strategy for Voltage Regulation in Distribution System Containing High Intermittent Photovoltaic Penetrations.,2021,IEEE Access,journals/access,"('Distributed control', 'Inverters', 'Performance evaluation', 'Reactive power', 'Regulators', 'Stress', 'Voltage control', 'Voltage measurement', 'multi-agent', 'photovoltaic', 'unbalanced systems', 'voltage deviations')","(('issn', '21693536'), ('sgr', '85113864649'), ('doi', '10.1109/ACCESS.2021.3106838'), ('pui', '635847200'), ('scopus', '2-s2.0-85113864649'))",6c2e268b-ea75-3456-a465-6bc3aa72f615
1231,journals/access/BhuiyanSR21,10.1109/ACCESS.2021.3058067,Security Bug Report Usage for Software Vulnerability Research - A Systematic Mapping Study.,2021,IEEE Access,journals/access,"('Bug report', 'software security', 'survey', 'systematic mapping study', 'vulnerability')","(('issn', '21693536'), ('sgr', '85101428678'), ('doi', '10.1109/ACCESS.2021.3058067'), ('pui', '634238589'), ('scopus', '2-s2.0-85101428678'))",05ca56db-918c-384c-8bdd-9b82c4255a85
1232,journals/access/BuroniLB21,10.1109/ACCESS.2021.3083412,AST-MTL - An Attention-Based Multi-Task Learning Strategy for Traffic Forecasting.,2021,IEEE Access,journals/access,"('Deep learning', 'graph mining', 'multi-task learning', 'traffic prediction')","(('issn', '21693536'), ('sgr', '85113250115'), ('doi', '10.1109/ACCESS.2021.3083412'), ('pui', '635177024'), ('scopus', '2-s2.0-85113250115'))",e39774d6-769f-3451-a067-7ff601bc58bd
1233,journals/access/CaiLAH21,10.1109/ACCESS.2021.3054469,Vision-Based Fall Detection Using Dense Block With Multi-Channel Convolutional Fusion Strategy.,2021,IEEE Access,journals/access,"('Fall detection', 'MCCF-DenseBlock', 'deep learning', 'multi-channel convolutional fusion (MCCF)')","(('issn', '21693536'), ('sgr', '85106853464'), ('doi', '10.1109/ACCESS.2021.3054469'), ('pui', '634109406'), ('scopus', '2-s2.0-85106853464'))",c35c20ec-a154-336c-b546-f354305f81ed
1234,journals/access/CaoHWQGFZ21,10.1109/ACCESS.2021.3052005,All-Wheel-Drive Torque Distribution Strategy for Electric Vehicle Optimal Efficiency Considering Tire Slip.,2021,IEEE Access,journals/access,"('Axle load transfer', 'all-wheel-drive torque distribution', 'optimal efficiency', 'slip ratio', 'vehicle longitudinal stability')","(('sgr', '85099733859'), ('doi', '10.1109/ACCESS.2021.3052005'), ('issn', '21693536'), ('pui', '633991053'), ('scopus', '2-s2.0-85099733859'))",0cb3982d-3593-322c-b611-2b425de2a5b9
1235,journals/access/CaoLLH21,10.1109/ACCESS.2021.3061969,Enhanced System Design and Scheduling Strategy for Switches in Time-Sensitive Networking.,2021,IEEE Access,journals/access,"('Ethernet', 'OMNet++', 'Time-sensitive networking', 'guard band', 'low-latency', 'scheduling', 'switch structure')","(('issn', '21693536'), ('sgr', '85101780854'), ('doi', '10.1109/ACCESS.2021.3061969'), ('pui', '634348393'), ('scopus', '2-s2.0-85101780854'))",b30a4a9b-4f09-30aa-b7f4-a604dd5a9f9a
1236,journals/access/CaoS21,10.1109/ACCESS.2021.3075948,An Adaptive Multi-Strategy Artificial Bee Colony Algorithm for Integrated Process Planning and Scheduling.,2021,IEEE Access,journals/access,"('Integrated process planning and scheduling', 'artificial bee colony algorithm', 'multi-objective optimization', 'multi-strategy collaboration', 'strategy adaptation')","(('pui', '634908326'), ('scopus', '2-s2.0-85105099635'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3075948'), ('sgr', '85105099635'))",6a11773a-cda3-3f4e-a8c5-8ac952e42b24
1237,journals/access/CaoWZHL21,10.1109/ACCESS.2020.3048978,Decarbonization Scheduling Strategy Optimization for Electricity-Gas System Considering Electric Vehicles and Refined Operation Model of Power-to-Gas.,2021,IEEE Access,journals/access,"('CO₂ emissions reduction', 'carbon capture system', 'decarbonized integrated electricity-gas system', 'power-to-gas', 'uncertainty of wind power')","(('sgr', '85099214388'), ('doi', '10.1109/ACCESS.2020.3048978'), ('issn', '21693536'), ('pui', '633910228'), ('scopus', '2-s2.0-85099214388'))",6542a12e-570c-303a-9583-fd9e9b97794c
1238,journals/access/CaoYCZ21,10.1109/ACCESS.2021.3053594,A Novel Coverage Optimization Strategy for Heterogeneous Wireless Sensor Networks Based on Connectivity and Reliability.,2021,IEEE Access,journals/access,"('Wireless sensor network', 'coverage constraint optimization; probabilistic perception model', 'coverage rate', 'monarch butterfly algorithm')","(('pui', '634109370'), ('scopus', '2-s2.0-85106824721'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3053594'), ('sgr', '85106824721'))",8d4e92f1-fbbc-35cd-a1be-5b923f6ec4e8
1239,journals/access/CarriegosCTZ21,10.1109/ACCESS.2021.3097834,On Aggregation and Prediction of Cybersecurity Incident Reports.,2021,IEEE Access,journals/access,"('37N40 (Dynamical systems in optimization and economics)', '62-07 (Data analysis).', '65F20 (Overdetermined systems and pseudo-inverses)', '68T10 (Pattern recognition)', '93A30 (Mathematical modeling)', 'Cybersecurity', 'Koopman operator', 'extended dynamic mode decomposition', 'threat prediction MSC[2010]: 00A72 (General methods of simulation)', 'time series forecasting')","(('sgr', '85110914683'), ('doi', '10.1109/ACCESS.2021.3097834'), ('issn', '21693536'), ('pui', '635539281'), ('scopus', '2-s2.0-85110914683'))",fab0dc43-73d6-30a7-b517-a8956b2948db
1240,journals/access/Chen21a,10.1109/ACCESS.2021.3064413,A Control Strategy of Islanded Microgrid With Nonlinear Load for Harmonic Suppression.,2021,IEEE Access,journals/access,"('Islanded microgrid', 'adaptive harmonic compensation', 'decoupling control', 'multi-period repetitive control (MPRC)', 'nonlinear load')","(('issn', '21693536'), ('sgr', '85102617330'), ('doi', '10.1109/ACCESS.2021.3064413'), ('pui', '634522066'), ('scopus', '2-s2.0-85102617330'))",a85594e8-be29-3a84-8f4a-d5feace716c6
1241,journals/access/ChenBH21,10.1109/ACCESS.2021.3059772,Synchronization of CVNNs - A Time-Scale Impulsive Strategy.,2021,IEEE Access,journals/access,"('Complex-valued neural networks', 'Exponential synchronization', 'Halanay differential inequality', 'Impulsive control', 'Time scale')","(('issn', '21693536'), ('sgr', '85100946605'), ('doi', '10.1109/ACCESS.2021.3059772'), ('pui', '634258552'), ('scopus', '2-s2.0-85100946605'))",73c8d86c-e0fb-3062-a087-6079b3c6e7f6
1242,journals/access/ChenCSYH21,10.1109/ACCESS.2021.3068768,Adversarial Attacks Against Reinforcement Learning-Based Portfolio Management Strategy.,2021,IEEE Access,journals/access,"('Reinforcement learning', 'adversarial attack')","(('sgr', '85103241268'), ('doi', '10.1109/ACCESS.2021.3068768'), ('issn', '21693536'), ('pui', '634614824'), ('scopus', '2-s2.0-85103241268'))",66b05ef7-9b39-3df7-9012-8148dcc7f05e
1243,journals/access/ChenCZYLZMS21,10.1109/ACCESS.2021.3077075,Optimal Strategy for Cyberspace Mimic Defense Based on Game Theory.,2021,IEEE Access,journals/access,"('Cyberspace mimic defense', 'Markov', 'dynamic game', 'incomplete information')","(('pui', '635014515'), ('scopus', '2-s2.0-85107178371'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3077075'), ('sgr', '85107178371'))",8a6e9b5d-f3ef-3ad6-b345-6622ddd46a0d
1244,journals/access/ChenLQC21,10.1109/ACCESS.2021.3111735,An Optimal Seed Scheduling Strategy Algorithm Applied to Cyberspace Mimic Defense.,2021,IEEE Access,journals/access,"('Cyberspace mimic defense', 'cyber security', 'feedback mechanism', 'scheduling algorithm')","(('pui', '635959528'), ('scopus', '2-s2.0-85114712115'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3111735'), ('sgr', '85114712115'))",57b30b84-d65a-3bbb-a8d6-be2676b52d30
1245,journals/access/ChenMWY21,10.1109/ACCESS.2021.3055289,Real-Time Energy Management Strategy of Multi-Wheel Electric Drive Vehicles With Load Power Prediction Function.,2021,IEEE Access,journals/access,"('Energy management strategy', 'integrated power system', 'load power prediction', 'model predictive control', 'multi-wheel electric drive vehicle')","(('issn', '21693536'), ('sgr', '85100502151'), ('doi', '10.1109/ACCESS.2021.3055289'), ('pui', '634114856'), ('scopus', '2-s2.0-85100502151'))",7231153c-3b06-31e2-b3f1-f3e6cd58782a
1246,journals/access/ChenSL21,10.1109/ACCESS.2021.3057386,An Improved Deadbeat Control Strategy Based on Repetitive Prediction Against Grid Frequency Fluctuation for Active Power Filter.,2021,IEEE Access,journals/access,"('Deadbeat control', 'Lagrange interpolation polynomial', 'error repetitive correction', 'frequency fluctuation', 'harmonic compensation')","(('sgr', '85106829570'), ('doi', '10.1109/ACCESS.2021.3057386'), ('issn', '21693536'), ('pui', '634194162'), ('scopus', '2-s2.0-85106829570'))",81b5e104-ee0d-3681-9a93-7e15fa9d0431
1247,journals/access/ChenWLLYL21,10.1109/ACCESS.2021.3065020,Research on Manipulation Strategy and Flight Test of the Quad Tilt Rotor in Conversion Process.,2021,IEEE Access,journals/access,"('Quad tilt rotor', 'conversion corridor', 'flight test', 'manipulation redundancy', 'manipulation strategy')","(('issn', '21693536'), ('sgr', '85102641486'), ('doi', '10.1109/ACCESS.2021.3065020'), ('pui', '634522554'), ('scopus', '2-s2.0-85102641486'))",6637928f-6f76-3e76-8bdf-2043502a9479
1248,journals/access/ChenYX21,10.1109/ACCESS.2021.3059499,Surface-Electromyography-Based Gesture Recognition Using a Multistream Fusion Strategy.,2021,IEEE Access,journals/access,"('Deep learning', 'gesture recognition', 'human computer interaction', 'surface electromyography')","(('pui', '634258732'), ('scopus', '2-s2.0-85100950115'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3059499'), ('sgr', '85100950115'))",5badae37-6c1f-36fb-af1a-886a4842aa17
1249,journals/access/ChenZWZH21,10.1109/ACCESS.2021.3105526,Research on Flexible Control Strategy of Controllable Large Industrial Loads Based on Multi-Source Data Fusion of Internet of Things.,2021,IEEE Access,journals/access,"('Data models', 'Internet of Things', 'Load management', 'Load modeling', 'Optimization', 'Power grids', 'Regulation', 'deep peak shaving', 'industrial load', 'interrupt priority', 'rolling regulation')","(('pui', '635779246'), ('scopus', '2-s2.0-85113244887'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3105526'), ('sgr', '85113244887'))",8cb4d5ac-8364-3749-afa5-1e384ddb9aa2
1250,journals/access/ChengSKNU21,10.1109/ACCESS.2021.3108624,Convolutional Neural Network Based Approval Prediction of Enhancement Reports.,2021,IEEE Access,journals/access,"('Deep learning algorithms', 'approval prediction', 'classification', 'enhancement reports')","(('issn', '21693536'), ('sgr', '85114833898'), ('doi', '10.1109/ACCESS.2021.3108624'), ('pui', '635940368'), ('scopus', '2-s2.0-85114833898'))",ff1a26fd-53b7-31bb-8f35-7bf261143380
1251,journals/access/ChengZYCWLWZ21,10.1109/ACCESS.2020.3046327,General Three-Population Multi-Strategy Evolutionary Games for Long-Term On-Grid Bidding of Generation-Side Electricity Market.,2021,IEEE Access,journals/access,"('Evolutionary game theory', 'evolutionarily stable equilibrium', 'generation-side electricity market', 'long-term on-grid bidding', 'relative net payoff')","(('sgr', '85098762579'), ('doi', '10.1109/ACCESS.2020.3046327'), ('issn', '21693536'), ('pui', '633842130'), ('scopus', '2-s2.0-85098762579'))",9671acf5-8698-3824-918b-d43e1eb995ae
1252,journals/access/ChoPS21,10.1109/ACCESS.2021.3067691,Equity Research Report-Driven Investment Strategy in Korea Using Binary Classification on Stock Price Direction.,2021,IEEE Access,journals/access,"('Finance', 'binary classification', 'equity research reports', 'investment strategy', 'natural language processing', 'stock markets')","(('pui', '634614806'), ('scopus', '2-s2.0-85103245087'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3067691'), ('sgr', '85103245087'))",825b9b19-9a07-385a-a7cd-14057d83b31f
1253,journals/access/ChoS21,10.1109/ACCESS.2021.3112281,Regime-Switched Neural Networks - Flow Stress Modeling Strategy of 310s Stainless Steel During Hot Deformation.,2021,IEEE Access,journals/access,"('310s stainless steel', 'artificial neural network', 'constitutive modeling')","(('pui', '636018499'), ('scopus', '2-s2.0-85115130646'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3112281'), ('sgr', '85115130646'))",588b320c-f934-3a61-ba1c-8214ecd44996
1254,journals/access/CiancariniFMSYZ21,10.1109/ACCESS.2021.3075983,Non Verbal Communication in Software Engineering - An Empirical Study.,2021,IEEE Access,journals/access,"('Software engineering', 'empirical studies', 'non verbal communication', 'software development')","(('sgr', '85105037346'), ('doi', '10.1109/ACCESS.2021.3075983'), ('issn', '21693536'), ('pui', '634908563'), ('scopus', '2-s2.0-85105037346'))",8e01e356-083d-384f-8bac-f9a482aa4b69
1255,journals/access/DaWLQ21,10.1109/ACCESS.2021.3051198,A Rapid and Accurate Technique With Updating Strategy for Surface Defect Inspection of Pipelines.,2021,IEEE Access,journals/access,"('Circumferential guided wave', 'Hybrid FEM', 'reconstruction', 'reference model', 'updating strategy')","(('sgr', '85099569133'), ('doi', '10.1109/ACCESS.2021.3051198'), ('issn', '21693536'), ('pui', '633955030'), ('scopus', '2-s2.0-85099569133'))",606c8a99-ae67-36f9-846b-78e25ba8f34d
1256,journals/access/DaiYLLW21,10.1109/ACCESS.2021.3073207,Integrated Morphing Strategy and Trajectory Optimization of a Morphing Waverider and Its Online Implementation Based on the Neural Network.,2021,IEEE Access,journals/access,"('Variable-sweep-wing', 'morphing strategy', 'morphing waverider', 'neural network', 'trajectory optimization')","(('pui', '634800598'), ('scopus', '2-s2.0-85104271759'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3073207'), ('sgr', '85104271759'))",72705532-4d4a-34f3-a0cf-f8bd70561da6
1257,journals/access/DehkordiCLRG21,10.1109/ACCESS.2021.3050780,Energy Efficient and Safe Control Strategy for Electric Vehicles Including Driver Preference.,2021,IEEE Access,journals/access,"('Electric vehicle', 'Pontryagin maximum principle', 'dynamic programming', 'model predictive control')","(('sgr', '85099595515'), ('doi', '10.1109/ACCESS.2021.3050780'), ('issn', '21693536'), ('pui', '633952638'), ('scopus', '2-s2.0-85099595515'))",ddda6f74-b45b-3587-9fc0-3b2ce7ae3a3f
1258,journals/access/Dhar21,10.1109/ACCESS.2021.3067949,Multistage Ensemble Learning Model With Weighted Voting and Genetic Algorithm Optimization Strategy for Detecting Chronic Obstructive Pulmonary Disease.,2021,IEEE Access,journals/access,"('COPD detection', 'LightGBM algorithm', 'ensemble learning algorithm', 'genetic algorithm', 'machine learning', 'recursive feature elimination', 'voting classifier')","(('sgr', '85103260932'), ('doi', '10.1109/ACCESS.2021.3067949'), ('issn', '21693536'), ('pui', '634614958'), ('scopus', '2-s2.0-85103260932'))",9d59a980-1b21-3c75-b18e-92a3de141b30
1259,journals/access/DinAAAMR21,10.1109/ACCESS.2020.3046887,Left-Right-Front Caching Strategy for Vehicular Networks in ICN-Based Internet of Things.,2021,IEEE Access,journals/access,"('IP-based network', 'Internet of Things', 'VANET security', 'VANETs', 'information centric network')","(('pui', '633842344'), ('scopus', '2-s2.0-85098797562'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2020.3046887'), ('sgr', '85098797562'))",5d99a883-b90b-39a4-8656-aa8ecec09ef7
1260,journals/access/DongXLZC21,10.1109/ACCESS.2021.3071130,FPGA-Based High-Performance Double-Loop PDF Control Strategy for PMSM.,2021,IEEE Access,journals/access,"('PDF control strategy', 'Permanent magnet synchronous motor (PMSM)', 'double-feedback structure', 'Σ-Δ sampling update strategy')","(('issn', '21693536'), ('sgr', '85103898533'), ('doi', '10.1109/ACCESS.2021.3071130'), ('pui', '634742688'), ('scopus', '2-s2.0-85103898533'))",daf0f90c-eb11-3b20-ad7d-868be1786fce
1261,journals/access/DongXZM21,10.1109/ACCESS.2021.3051672,A High-Efficient Joint &apos;Cloud-Edge&apos; Aware Strategy for Task Deployment and Load Balancing.,2021,IEEE Access,journals/access,"('Task deployment', 'deep reinforcement learning', 'joint cloud-edge', 'load balancing', 'pruning')","(('issn', '21693536'), ('sgr', '85099725941'), ('doi', '10.1109/ACCESS.2021.3051672'), ('pui', '633991098'), ('scopus', '2-s2.0-85099725941'))",8d3c9b68-e583-3581-9395-c180d493a2b1
1262,journals/access/DuroPGS21,10.1109/ACCESS.2021.3058135,Segment Switching - A New Switching Strategy for Optical HPC Networks.,2021,IEEE Access,journals/access,"('Interconnection networks', 'exascale supercomputers', 'photonic technology', 'simulation')","(('pui', '634215392'), ('scopus', '2-s2.0-85100857995'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3058135'), ('sgr', '85100857995'))",d9426275-0abe-3e58-b7c6-1a71945a227c
1263,journals/access/EhsanIUE21,10.1109/ACCESS.2021.3090078,A Single Image Dehazing Technique Using the Dual Transmission Maps Strategy and Gradient-Domain Guided Image Filtering.,2021,IEEE Access,journals/access,"('Image de-hazing', 'gradient-domain guided image filter', 'transmission map')","(('sgr', '85112429923'), ('doi', '10.1109/ACCESS.2021.3090078'), ('issn', '21693536'), ('pui', '635692060'), ('scopus', '2-s2.0-85112429923'))",4c3a3cdb-8676-3e5c-be5a-1e39ad39a043
1264,journals/access/ElfekyEMECSS21,10.1109/ACCESS.2021.3115768,A Systematic Review of Coevolution in Real-Time Strategy Games.,2021,IEEE Access,journals/access,(),"(('doi', '10.1109/access.2021.3115768'),)",9e785b72-4886-3858-bf3d-d533c615b9fa
1265,journals/access/EltamalyAAA21,10.1109/ACCESS.2021.3052128,A Novel Demand Response Strategy for Sizing of Hybrid Energy System With Smart Grid Concepts.,2021,IEEE Access,journals/access,"('Hybrid energy system', 'PSO', 'demand response', 'diesel', 'dynamic tariff', 'photovoltaic', 'smart grid', 'wind')","(('issn', '21693536'), ('sgr', '85099732494'), ('doi', '10.1109/ACCESS.2021.3052128'), ('pui', '633991287'), ('scopus', '2-s2.0-85099732494'))",04ee5b83-0fdb-3d4f-a2df-e41999f86e86
1266,journals/access/FengHXL21,10.1109/ACCESS.2021.3111193,Study on Precise Satellite Attitude Maneuvering Strategy for Ultrahigh Resolution Spaceborne SAR Imaging.,2021,IEEE Access,journals/access,"('Euler angles', 'Synthetic aperture radar', 'attitude maneuvering', 'reflector antenna', 'ultrahigh resolution')","(('issn', '21693536'), ('sgr', '85114735327'), ('doi', '10.1109/ACCESS.2021.3111193'), ('pui', '635959175'), ('scopus', '2-s2.0-85114735327'))",a6eb06d1-f043-3dde-8f62-af289816dfc2
1267,journals/access/FengLH21,10.1109/ACCESS.2021.3064432,Presale Strategy for a Dual-Channel Retailer Considering Sales Effort.,2021,IEEE Access,journals/access,"('Presale strategy', 'penetration pricing', 'sales effort', 'skimming pricing')","(('issn', '21693536'), ('sgr', '85102627345'), ('doi', '10.1109/ACCESS.2021.3064432'), ('pui', '634522478'), ('scopus', '2-s2.0-85102627345'))",27ff8eb2-3f67-363a-aba8-0f2bb5c56f00
1268,journals/access/FuWLYP21,10.1109/ACCESS.2021.3049837,Lightweight Fault Detection Strategy for Wireless Sensor Networks Based on Trend Correlation.,2021,IEEE Access,journals/access,"('Wireless sensor networks', 'exponential smoothing method', 'fault detection', 'fault type', 'self-starting mechanism', 'trend correlation')","(('issn', '21693536'), ('sgr', '85099596274'), ('doi', '10.1109/ACCESS.2021.3049837'), ('pui', '633953050'), ('scopus', '2-s2.0-85099596274'))",3017e34d-b2aa-3896-ad95-22e5c609d772
1269,journals/access/Gao21,10.1109/ACCESS.2021.3064296,Simulated Software Testing Process and Its Optimization Considering Heterogeneous Debuggers and Release Time.,2021,IEEE Access,journals/access,"('Fault detection', 'optimization', 'reliability', 'simulation', 'software debugging')","(('pui', '634525650'), ('scopus', '2-s2.0-85102643250'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3064296'), ('sgr', '85102643250'))",e34e423d-361c-33bf-8e8e-e1ef92d8eacd
1270,journals/access/GaoGLZDZ21,10.1109/ACCESS.2021.3053396,A Hybrid Tracking Control Strategy for Nonholonomic Wheeled Mobile Robot Incorporating Deep Reinforcement Learning Approach.,2021,IEEE Access,journals/access,"('Deep reinforcement learning', 'Hybrid control strategy', 'Kinematics control', 'Nonholonomic wheeled mobile robot', 'Tracking control')","(('pui', '634058579'), ('scopus', '2-s2.0-85106802500'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3053396'), ('sgr', '85106802500'))",1995f685-9274-3190-8954-45ec9ca59707
1271,journals/access/GaoY21,10.1109/ACCESS.2021.3054311,Study on the Optimal Strategy of Missile Interception.,2021,IEEE Access,journals/access,"('Missile interception', 'combinatorial theory', 'cumulative prospect theory', 'reliability')","(('pui', '634115386'), ('scopus', '2-s2.0-85100484587'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3054311'), ('sgr', '85100484587'))",6cae50d8-037e-30c5-878c-e4e0b28231bf
1272,journals/access/Garcia-CalleGA21,10.1109/ACCESS.2021.3099425,Equidistributed Search+Probability Based Tracking Strategy to Locate an Air Pollutant Source With Two UAVs.,2021,IEEE Access,journals/access,"('Air pollution', 'aircraft navigation', 'source localization', 'time-varying source', 'unmanned aerial vehicles')","(('sgr', '85112668531'), ('doi', '10.1109/ACCESS.2021.3099425'), ('issn', '21693536'), ('pui', '635681660'), ('scopus', '2-s2.0-85112668531'))",b335ec7d-4149-3a5d-86a1-561331512518
1273,journals/access/GiampaBMTT21,10.1109/ACCESS.2021.3067815,A Data-Aware Scheduling Strategy for Executing Large-Scale Distributed Workflows.,2021,IEEE Access,journals/access,"('Data-aware scheduler', 'distributed computing', 'distributed workflows', 'exascale computing', 'parallel programming', 'workflow scheduling')","(('pui', '634614756'), ('scopus', '2-s2.0-85103265325'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3067815'), ('sgr', '85103265325'))",2d2aedde-f1f9-390b-bbd2-a7ce8a62d0ee
1274,journals/access/GouthamH21,10.1109/ACCESS.2021.3060784,NOMA Based Cooperative Relaying Strategy for Underwater Acoustic Sensor Networks Under Imperfect SIC and Imperfect CSI - A Comprehensive Analysis.,2021,IEEE Access,journals/access,"('Cooperative relaying strategy', 'energy efficiency', 'ergodic rate', 'outage probability', 'power-domain non-orthogonal multiple access', 'space-time block codes', 'underwater acoustic sensor networks')","(('pui', '634352943'), ('scopus', '2-s2.0-85111947383'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3060784'), ('sgr', '85111947383'))",1e46676d-dd7a-3cd1-b482-771ac2adb556
1275,journals/access/GuiC21,10.1109/ACCESS.2021.3071427,A Cache Placement Strategy Based on Entropy Weighting Method and TOPSIS in Named Data Networking.,2021,IEEE Access,journals/access,"('Information-centric networking (ICN)', 'TOPSIS', 'in-network caching', 'named data networking (NDN)', 'on-path caching')","(('sgr', '85103877060'), ('doi', '10.1109/ACCESS.2021.3071427'), ('issn', '21693536'), ('pui', '634743124'), ('scopus', '2-s2.0-85103877060'))",7d6167bc-79b7-326d-be86-4c351cd53adc
1276,journals/access/GuoDBZ21,10.1109/ACCESS.2021.3051654,A Bi-Level Model for the Bidding Strategy of an Inter-Regional Electricity Trading Aggregator Considering Reliability Requirements and Transmission Losses.,2021,IEEE Access,journals/access,"('Inter-regional electricity trading aggregator', 'bi-level programming', 'bidding strategies', 'inter-regional transmission', 'reliability modeling')","(('pui', '633992365'), ('scopus', '2-s2.0-85099730760'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3051654'), ('sgr', '85099730760'))",acef6213-892e-3d38-b416-efa404f71802
1277,journals/access/GuoMHZ21,10.1109/ACCESS.2021.3117906,Optimized Combination of e-commerce Platform Sales Model and Blockchain Anti-Counterfeit Traceability Service Strategy.,2021,IEEE Access,journals/access,,,
1278,journals/access/HanBY21,10.1109/ACCESS.2021.3112111,Pre-Sale Strategy for Fresh Agricultural Products Under the Consideration of Logistics Services.,2021,IEEE Access,journals/access,"('C2B pre-sale', 'Nash bargaining strategy', 'TPLSP', 'freshness', 'online service level')","(('issn', '21693536'), ('sgr', '85115180493'), ('doi', '10.1109/ACCESS.2021.3112111'), ('pui', '636019206'), ('scopus', '2-s2.0-85115180493'))",3344e22e-0f47-3dee-b32a-5d60d459f1cf
1279,journals/access/HaoSLG21,10.1109/ACCESS.2021.3050409,The Eco-Driving Considering Coordinated Control Strategy for the Intelligent Electric Vehicles.,2021,IEEE Access,journals/access,"('Intelligent electric vehicle (IEV)', 'NMPC', 'coordinated control', 'intention-aware', 'object perception')","(('sgr', '85099536157'), ('doi', '10.1109/ACCESS.2021.3050409'), ('issn', '21693536'), ('pui', '633952513'), ('scopus', '2-s2.0-85099536157'))",a0431f29-f04b-3001-9750-b398a7ce021d
1280,journals/access/HaoWCLZ21,10.1109/ACCESS.2021.3050796,Research on Control Strategy of Two Dimensional Output Force Vibration Damping Electric Actuator.,2021,IEEE Access,journals/access,"('Rotating frame space-time coupling method', 'cross-coupling control', 'hysteresis matrix eigen-value method', 'sensitivity H∞ control', 'state space method')","(('issn', '21693536'), ('sgr', '85099604856'), ('doi', '10.1109/ACCESS.2021.3050796'), ('pui', '633950944'), ('scopus', '2-s2.0-85099604856'))",206aed47-e970-399b-8824-3dc1316b853d
1281,journals/access/HaoWJH21,10.1109/ACCESS.2021.3051502,Analysis of Resilience Under Repair Strategy in Interdependent Mechatronic System.,2021,IEEE Access,journals/access,"('Resilience', 'cascading failure', 'interdependent measure', 'interdependent network', 'mechatronic system', 'robustness')","(('pui', '633952255'), ('scopus', '2-s2.0-85099602094'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3051502'), ('sgr', '85099602094'))",dc354749-5cb4-3584-92a9-aea9a642d846
1282,journals/access/HeBZZDW21,10.1109/ACCESS.2021.3116270,Research on Routing Strategy in Cluster Deduplication System.,2021,IEEE Access,journals/access,,,
1283,journals/access/HeDJ21,10.1109/ACCESS.2021.3092019,A Heuristic Grafting Strategy for Manufacturing Knowledge Graph Extending and Completion Based on Nature Language Processing - KnowTree.,2021,IEEE Access,journals/access,"('Knowledge graph extending and completion', 'NLP', 'heuristic grafting strategy (HGS)')","(('issn', '21693536'), ('sgr', '85112701844'), ('doi', '10.1109/ACCESS.2021.3092019'), ('pui', '635711361'), ('scopus', '2-s2.0-85112701844'))",87463c72-d1de-3162-ac04-0dddb18bee0e
1284,journals/access/HeZWL21,10.1109/ACCESS.2021.3099633,Mining Subsidence Monitoring With Modified Time-Series SAR Interferometry Method Based on the Multi-Level Processing Strategy.,2021,IEEE Access,journals/access,"('Distributed scatterers (DS)', 'interferometric synthetic aperture radar (InSAR)', 'mining subsidence')","(('pui', '635670049'), ('scopus', '2-s2.0-85112605981'), ('issn', '21693536'), ('doi', '10.1109/ACCESS.2021.3099633'), ('sgr', '85112605981'))",c95c9844-521b-303c-b65d-e390221f97d3
1285,journals/access/HeZWS21,10.1109/ACCESS.2021.3091500,Parasitism or Symbiosis? A Selection of R&amp;D Strategy From the Perspective of Responsibility Paradox.,2021,IEEE Access,journals/access,"('Technology innovation', 'differential game', 'innovation ecosystem', 'social responsibility')","(('sgr', '85112691496'), ('doi', '10.1109/ACCESS.2021.3091500'), ('issn', '21693536'), ('pui', '635711312'), ('scopus', '2-s2.0-85112691496'))",ff9cb2c1-929c-3513-9678-c30b30431d0e
