,doi,forum,forum id,paper id,title,year
28,10.1145/3238147.3238198,ASE,conf/kbse,conf/kbse/LinWLSZW18,PFix - fixing concurrency bugs based on memory access patterns.,2018
29,10.1145/3238147.3240732,ASE,conf/kbse,conf/kbse/TufanoWBPWP18,An empirical investigation into learning bug-fixing patches in the wild via neural machine translation.,2018
30,10.1145/3238147.3240730,ASE,conf/kbse,conf/kbse/ZhouPX0LJD18,Delta debugging microservice systems.,2018
31,10.1109/ASE.2017.8115633,ASE,conf/kbse,conf/kbse/CastanoBGU17,Model checker execution reports.,2017
32,10.1109/ASE.2017.8115662,ASE,conf/kbse,conf/kbse/FrancoGR17,A comprehensive study of real-world numerical bug characteristics.,2017
33,10.1109/ASE.2017.8115686,ASE,conf/kbse,conf/kbse/NguyenS0TP17,Parallel bug-finding in concurrent programs via reduced interleaving instances.,2017
34,10.1109/ASE.2017.8115720,ASE,conf/kbse,conf/kbse/Wang17,Characterizing and taming non-deterministic bugs in JavaScript applications.,2017
35,10.1109/ASE.2017.8115663,ASE,conf/kbse,conf/kbse/WangDGGQYW17,A comprehensive study on real world concurrency bugs in Node.js.,2017
36,10.1145/2970276.2970292,ASE,conf/kbse,conf/kbse/0002HB16a,The interactive verification debugger - effective understanding of interactive proof attempts.,2016
37,10.1145/2970276.2970344,ASE,conf/kbse,conf/kbse/AlmhanaMK016,Recommending relevant classes for bug reports using multi-objective search.,2016
38,10.1145/2975954.2975958,SCTDCP@ASE,conf/kbse,conf/kbse/AsadollahSESH16,A model for systematic monitoring and debugging of starvation bugs in multicore software.,2016
39,10.1145/2970276.2970350,ASE,conf/kbse,conf/kbse/BocicB16,Finding access control bugs in web applications with CanCheck.,2016
40,10.1145/2970276.2970367,ASE,conf/kbse,conf/kbse/FengJCF16,Multi-objective test report prioritization using image understanding.,2016
41,10.1145/2970276.2970356,ASE,conf/kbse,conf/kbse/LegunsenHXRM16,How good are the specs? a study of the bug-finding effectiveness of existing Java API specifications.,2016
42,10.1145/2970276.2970320,ASE,conf/kbse,conf/kbse/TangWWZ16,Generating test cases to expose concurrency bugs in Android applications.,2016
43,10.1145/2970276.2970341,ASE,conf/kbse,conf/kbse/WangCMT16,Bugram - bug detection with n-gram language models.,2016
44,10.1145/2970276.2970300,ASE,conf/kbse,conf/kbse/WangWCW16,Local-based active classification of test report to assist crowdsourced testing.,2016
45,10.1145/2970276.2970359,ASE,conf/kbse,conf/kbse/WenWC16,Locus - locating bugs from software changes.,2016
46,10.1145/2975954,SCTDCP@ASE,conf/kbse,conf/kbse/2016sctdcp,"Proceedings of the 1st International Workshop on Specification, Comprehension, Testing, and Debugging of Concurrent Programs, SCTDCP@ASE 2016, Singapore, Singapore, September 3, 2016",2016
47,10.1109/ASE.2015.30,ASE,conf/kbse,conf/kbse/DeligiannisDR15,Fast and Precise Symbolic Analysis of Concurrency Bugs in Device Drivers (T).,2015
48,10.1109/ASE.2015.81,ASE,conf/kbse,conf/kbse/GaoZWXZM15,Fixing Recurring Crash Bugs via Analyzing Q&amp;A Sites (T).,2015
49,10.1109/ASE.2015.14,ASE,conf/kbse,conf/kbse/HongLKJKKK15,Mutation-Based Fault Localization for Real-World Multilingual Programs (T).,2015
50,10.1109/ASE.2015.73,ASE,conf/kbse,conf/kbse/LamNNN15,Combining Deep Learning with Information Retrieval to Localize Buggy Files for Bug Reports (N).,2015
51,10.1109/ASE.2015.87,ASE,conf/kbse,conf/kbse/LinMZCZ15,JaConTeBe - A Benchmark Suite of Real-World Java Concurrency Bugs (T).,2015
52,10.1109/ASE.2015.35,ASE,conf/kbse,conf/kbse/WolflSAKKW15,Generating Qualifiable Avionics Software - An Experience Report (E).,2015
53,10.1145/2642937.2642990,ASE,conf/kbse,conf/kbse/AbalBW14,42 variability bugs in the linux kernel - a qualitative analysis.,2014
54,10.1145/2642937.2653469,ASE,conf/kbse,conf/kbse/Borg14,Embrace your issues - compassing the software engineering landscape using bug reports.,2014
55,10.1145/2642937.2642997,ASE,conf/kbse,conf/kbse/KochharTL14,Potential biases in bug localization - do they matter?,2014
56,10.1145/2642937.2642939,ASE,conf/kbse,conf/kbse/SeguraSC14,Automated variability analysis and testing of an E-commerce site. - an experience report.,2014
57,10.1145/2642937.2648627,ASE,conf/kbse,conf/kbse/ThungKL14,DupFinder - integrated tool support for duplicate bug report detection.,2014
58,10.1145/2642937.2642972,ASE,conf/kbse,conf/kbse/WangWWYSYLFG14,Localization of concurrency bugs using shared memory access pairs.,2014
59,10.1145/2642937.2643014,ASE,conf/kbse,conf/kbse/ZuddasJPMO14,MIMIC - locating and understanding bugs by analyzing mimicked executions.,2014
60,10.1109/ASE.2013.6693085,ASE,conf/kbse,conf/kbse/CamposAFd13,Entropy-based test generation for improved fault localization.,2013
61,10.1109/ASE.2013.6693105,ASE,conf/kbse,conf/kbse/LouLDFZX13,Software analytics for incident management of online services - An experience report.,2013
62,10.1109/ASE.2013.6693096,ASE,conf/kbse,conf/kbse/OhmannL13,Lightweight control-flow instrumentation and postmortem analysis in support of debugging.,2013
63,10.1109/ASE.2013.6693125,ASE,conf/kbse,conf/kbse/SagdeoEPV13,Using automatically generated invariants for regression testing and bug localization.,2013
64,10.1109/ASE.2013.6693093,ASE,conf/kbse,conf/kbse/SahaLKP13,Improving bug localization using structured information retrieval.,2013
65,10.1109/ASE.2013.6693150,ASE,conf/kbse,conf/kbse/Servant13,Supporting bug investigation using history analysis.,2013
66,10.1109/ASE.2013.6693124,ASE,conf/kbse,conf/kbse/SouzaC13,Adding context to fault localization with integration coverage.,2013
67,10.1145/2351676.2351686,ASE,conf/kbse,conf/kbse/BissyandeRLM12,Diagnosys - automatic generation of a debugging interface to the Linux kernel.,2012
68,10.1145/2351676.2351752,ASE,conf/kbse,conf/kbse/CamposRPA12,GZoltar - an eclipse plug-in for testing and debugging.,2012
69,10.1145/2351676.2351682,ASE,conf/kbse,conf/kbse/GongLJZ12,Diversity maximization speedup for fault localization.,2012
70,10.1145/2351676.2351683,ASE,conf/kbse,conf/kbse/GopinathZK12,Improving the effectiveness of spectra-based fault localization using specifications.,2012
71,10.1145/2351676.2351687,ASE,conf/kbse,conf/kbse/NguyenNNLS12,Duplicate bug report detection with a combination of information retrieval and topic modeling.,2012
72,10.1145/2351676.2351685,ASE,conf/kbse,conf/kbse/ThungLLJRD12,To what extent could we detect field defects? an empirical study of false negatives in static bug finding tools.,2012
73,10.1145/2351676.2351681,ASE,conf/kbse,conf/kbse/YuLCZ12,Practical isolation of failure-inducing changes for debugging regression faults.,2012
74,10.1109/ASE.2011.6100150,ASE,conf/kbse,conf/kbse/Bandyopadhyay11,Improving spectrum-based fault localization using proximity-based weighting of test cases.,2011
75,10.1109/ASE.2011.6100088,ASE,conf/kbse,conf/kbse/BandyopadhyayG11,Proximity based weighting of test cases to improve spectrum based fault localization.,2011
76,10.1109/ASE.2011.6100153,ASE,conf/kbse,conf/kbse/Gonzalez-SanchezAGG11,Prioritizing tests for fault localization through ambiguity group reduction.,2011
77,10.1109/ASE.2011.6100107,ASE,conf/kbse,conf/kbse/GoreRK11,Statistical debugging with elastic predicates.,2011
78,10.1109/ASE.2011.6100055,ASE,conf/kbse,conf/kbse/InsaS11,An optimal strategy for algorithmic debugging.,2011
79,10.1109/ASE.2011.6100062,ASE,conf/kbse,conf/kbse/NguyenNANN11,A topic-based approach for narrowing the search space of buggy files from a bug report.,2011
80,10.1109/ASE.2011.6100061,ASE,conf/kbse,conf/kbse/SunLKJ11,Towards more accurate retrieval of duplicate bug reports.,2011
81,10.1109/ASE.2011.6100124,ASE,conf/kbse,conf/kbse/WangLJLL11,Search-based fault localization.,2011
82,10.1145/1858996.1859022,ASE,conf/kbse,conf/kbse/HahnleBBR10,A visual interactive debugger based on symbolic execution.,2010
83,10.1145/1858996.1859042,ASE,conf/kbse,conf/kbse/KimYS10,JRF-E - using model checking to give advice on eliminating memory model-related bugs.,2010
84,10.1145/1858996.1859014,ASE,conf/kbse,conf/kbse/LawallL10,An automated approach for finding variable-constant pairing bugs.,2010
85,10.1145/1858996.1859050,ASE,conf/kbse,conf/kbse/ShangAH10,An experience report on scaling tools for mining software repositories using MapReduce.,2010
86,10.1145/1858996.1859049,ASE,conf/kbse,conf/kbse/SindhgattaNSVR10,Timesheet assistant - mining and reporting developer effort.,2010
87,10.1145/1858996.1859071,ASE,conf/kbse,conf/kbse/VisserG10,Impendulo - debugging the programmer.,2010
88,10.1145/1858996.1859072,ASE,conf/kbse,conf/kbse/XingSLD10,SpecDiff - debugging formal specifications.,2010
89,10.1109/ASE.2009.25,ASE,conf/kbse,conf/kbse/AbreuZG09,Spectrum-Based Multiple Fault Localization.,2009
90,10.1109/ASE.2009.59,ASE,conf/kbse,conf/kbse/AletiGMM09,Let the Ants Deploy Your Software - An ACO Based Deployment Optimisation Strategy.,2009
91,10.1109/ASE.2009.89,ASE,conf/kbse,conf/kbse/AliADW09,Evaluating the Accuracy of Fault Localization Techniques.,2009
92,10.1109/ASE.2009.27,ASE,conf/kbse,conf/kbse/JanssenAG09,Zoltar - A Toolset for Automatic Fault Localization.,2009
93,10.1109/ASE.2009.92,ASE,conf/kbse,conf/kbse/MalikGEK09,A Case for Automated Debugging Using Data Structure Repair.,2009
94,10.1109/ASE.2009.76,ASE,conf/kbse,conf/kbse/ShivajiWAK09,Reducing Features to Improve Bug Prediction.,2009
95,10.1109/ASE.2009.78,ASE,conf/kbse,conf/kbse/WeiglhoferFW09,Using Spectrum-Based Fault Localization for Test Case Grouping.,2009
96,10.1109/ASE.2009.99,ASE,conf/kbse,conf/kbse/WimmerKSKRS09,A Petri Net Based Debugging Environment for QVT Relations.,2009
97,10.1109/ASE.2008.68,ASE,conf/kbse,conf/kbse/HsuJO08,Rapid - Identifying Bug Signatures to Support Debugging Activities.,2008
98,10.1109/ASE.2008.24,ASE,conf/kbse,conf/kbse/JaspanQA08,Error Reporting Logic.,2008
99,10.1109/ASE.2008.23,ASE,conf/kbse,conf/kbse/MayerS08,Evaluating Models for Model-Based Debugging.,2008
100,10.1109/ASEW.2008.4686306,ASE Workshops,conf/kbse,conf/kbse/MesnageJ08,Social thinking to design social software - A course experience report.,2008
101,10.1109/ASE.2008.41,ASE,conf/kbse,conf/kbse/Yom-TovTUH08,Automatic Debugging of Concurrent Programs through Active Sampling of Low Dimensional Random Projections.,2008
102,10.1145/1321631.1321702,ASE,conf/kbse,conf/kbse/DallmeierZ07,Extraction of bug localization benchmarks from history.,2007
103,10.1145/1321631.1321639,ASE,conf/kbse,conf/kbse/HooimeijerW07,Modeling bug report quality.,2007
104,10.1145/1321631.1321660,ASE,conf/kbse,conf/kbse/JiangS07,Context-aware statistical debugging - from bug predictors to faulty control flow paths.,2007
105,10.1145/1321631.1321659,ASE,conf/kbse,conf/kbse/YilmazW07,An automated model-based debugging approach.,2007
106,10.1109/ASE.2006.23,ASE,conf/kbse,conf/kbse/KimZPW06,Automatic Identification of Bug-Introducing Changes.,2006
107,10.1145/1101908.1101956,ASE,conf/kbse,conf/kbse/FriasGSB05,"A strategy for efficient verification of relational specifications, based on monotonicity analysis.",2005
108,10.1145/1101908.1101953,ASE,conf/kbse,conf/kbse/HaoPZZMS05,A similarity-aware approach to testing based fault localization.,2005
109,10.1145/1101908.1101966,ASE,conf/kbse,conf/kbse/WangR05,Automated path generation for software fault localization.,2005
110,10.1109/ASE.2004.10033,ASE,conf/kbse,conf/kbse/MarceauCKR04,Dataflow Language for Scriptable Debugging.,2004
111,10.1109/ASE.2004.10036,ASE,conf/kbse,conf/kbse/PerssonY04,Establishment of Automated Regression Testing at ABB - Industrial Experience Report on &apos;Avoiding the Pitfalls&apos;.,2004
112,10.1109/ASE.2003.1240315,ASE,conf/kbse,conf/kbse/BunusF03,Semi-Automatic Fault Localization and Behavior Verification for Physical System Simulation Models.,2003
113,10.1109/ASE.2003.1240312,ASE,conf/kbse,conf/kbse/MayerS03,Extending Diagnosis to Debug Programs with Exceptions.,2003
114,10.1109/ASE.2003.1240292,ASE,conf/kbse,conf/kbse/RenierisR03,Fault Localization With Nearest Neighbor Queries.,2003
115,10.1109/ASE.2003.1240337,ASE,conf/kbse,conf/kbse/SearleGA03,Automating Relative Debugging.,2003
116,10.1109/ASE.2003.1240298,ASE,conf/kbse,conf/kbse/ShlyakhterSJST03,Debugging Overconstrained Declarative Models Using Unsatisfiable Cores.,2003
117,10.1109/ASE.2002.1115015,ASE,conf/kbse,conf/kbse/AugustonJU02,A Framework for Automatic Debugging.,2002
118,10.1109/ASE.2002.1115038,ASE,conf/kbse,conf/kbse/LedruR02,Report on the Workshop on the State of the Art in Automated Software Engineering.,2002
119,10.1109/ASE.2002.1114996,ASE,conf/kbse,conf/kbse/RoachB02,Experience Report on Automated Procedure Construction for Deductive Synthesis.,2002
120,10.1109/ASE.1999.802142,ASE,conf/kbse,conf/kbse/GoualardB99,A Visualization Tool for Constraint Program Debugging.,1999
121,10.1109/ASE.1998.732591,ASE,conf/kbse,conf/kbse/McCluskeyW98,Towards the Automated Debugging and Maintenance of Logic-based Requirements Models.,1998
122,10.1109/ASE.1997.632853,ASE,conf/kbse,conf/kbse/Gaugne97,A Static Analysis for Program Understanding and Debugging.,1997
123,10.1109/KBSE.1993.341211,KBSE,conf/kbse,conf/kbse/KorelskyMR93,Knowledge requirements for the automatic generation of project management reports.,1993
124,10.1109/KBSE.1991.638030,KBSE,conf/kbse,conf/kbse/AllemangC91,Functional Representation and Program Debugging.,1991
125,10.1109/AST52587.2021.00014,AST@ICSE,conf/icse,conf/ast/Barboni0P21,SuMo - A Mutation Testing Strategy for Solidity Smart Contracts.,2021
126,10.1109/AST52587.2021.00015,AST@ICSE,conf/icse,conf/ast/VinceHB021,Extending Hierarchical Delta Debugging with Hoisting.,2021
127,10.1109/ICSE-SEIP52600.2021.00015,ICSE,conf/icse,conf/icse/0009CSLS21,An Interview Study of how Developers use Execution Logs in Embedded Software Engineering.,2021
128,10.1109/ICSE-COMPANION52605.2021.00056,ICSE,conf/icse,conf/icse/Aleithan21,Explainable Just-In-Time Bug Prediction - Are We There Yet?,2021
129,10.1109/ICSE43902.2021.00128,ICSE,conf/icse,conf/icse/ChatterjeeGSEMB21,AID - An automated detector for gender-inclusivity bugs in OSS project pages.,2021
130,10.1109/ICSE-SEET52601.2021.00011,ICSE,conf/icse,conf/icse/ChongTT21,"Assessing the Students&apos; Understanding and their Mistakes in Code Review Checklists - An Experience Report of 1, 791 Code Review Checklist Questions from 394 Students.",2021
131,10.1109/ICSE43902.2021.00091,ICSE,conf/icse,conf/icse/CooperBCMP21,It Takes Two to TANGO - Combining Visual and Textual Information for Detecting Duplicate Video-Based Bug Reports.,2021
132,10.1109/ICSE-COMPANION52605.2021.00067,ICSE,conf/icse,conf/icse/CooperBCMP21a,A Replication Package for It Takes Two to Tango - Combining Visual and Textual Information for Detecting Duplicate Video-Based Bug Reports.,2021
133,10.1109/ICSE-SEET52601.2021.00013,ICSE,conf/icse,conf/icse/DaunBGKW21,Teaching Model-Based Requirements Engineering to Industry Professionals - An Experience Report.,2021
134,10.1109/ICSE43902.2021.00092,ICSE,conf/icse,conf/icse/HaeringSM21,Automatically Matching Bug Reports With Related App Reviews.,2021
135,10.1109/ICSE43902.2021.00021,ICSE,conf/icse,conf/icse/JiaLYZXLWL21,DepOwl - Detecting Dependency Bugs to Prevent Compatibility Failures.,2021
136,10.1109/ICSE43902.2021.00069,ICSE,conf/icse,conf/icse/JiangLNZH21,Extracting Concise Bug-Fixing Patches from Human-Written Patches in Version Control Systems.,2021
137,10.1109/ICSE-COMPANION52605.2021.00102,ICSE,conf/icse,conf/icse/JuSKH21a,"Research Tools, Survey Responses, and Interview Analysis from a Case Study of Onboarding Software Teams at Microsoft.",2021
138,10.1109/ICSE43902.2021.00066,ICSE,conf/icse,conf/icse/KucukHP21,Improving Fault Localization by Integrating Value and Predicate Based Causal Inference Techniques.,2021
139,10.1109/ICSE-COMPANION52605.2021.00078,ICSE,conf/icse,conf/icse/KucukHP21a,Artifact for Improving Fault Localization by Integrating Value and Predicate Based Causal Inference Techniques.,2021
140,10.1109/ICSE-NIER52604.2021.00025,ICSE,conf/icse,conf/icse/LeFU0GT21,DIRECTDEBUG - Automated Testing and Debugging of Feature Models.,2021
141,10.1109/ICSE43902.2021.00067,ICSE,conf/icse,conf/icse/Li0N21a,Fault Localization with Code Coverage Representation Learning.,2021
142,10.1109/ICSE43902.2021.00051,ICSE,conf/icse,conf/icse/Makhshari021,IoT Bugs and Development Challenges.,2021
143,10.1109/ICSE-COMPANION52605.2021.00103,ICSE,conf/icse,conf/icse/Makhshari021a,IoT Development In The Wild - Bug Taxonomy and Developer Challenges.,2021
144,10.1109/ICSE-SEIP52600.2021.00028,ICSE,conf/icse,conf/icse/MuraliGQ021,Industry-Scale IR-Based Bug Localization - A Perspective from Facebook.,2021
145,10.1109/ICSE-SEIP52600.2021.00012,ICSE,conf/icse,conf/icse/NuryyevNBB21,Challenges of Implementing Software Variability in Eclipse OMR - An Interview Study.,2021
146,10.1109/ICSE-SEET52601.2021.00009,ICSE,conf/icse,conf/icse/TanHLZZ21,GitHub-OSS Fixit - Fixing Bugs at Scale in a Software Engineering Course.,2021
147,10.1109/ICSE43902.2021.00073,ICSE,conf/icse,conf/icse/TrueloveA021,We&apos;ll Fix It in Post - What Do Bug Fixes in Video Game Update Notes Tell Us?,2021
148,10.1109/ICSE-COMPANION52605.2021.00120,ICSE,conf/icse,conf/icse/TrueloveA021a,We&apos;ll Fix it in Post - What Do Bug Fixes in Video Game Update Notes Tell Us?,2021
149,10.1109/ICSE43902.2021.00117,ICSE,conf/icse,conf/icse/Wang00GW21,Automatic Solution Summarization for Crash Bugs.,2021
150,10.1109/ICSE43902.2021.00034,ICSE,conf/icse,conf/icse/WardatLR21,DeepLocalize - Fault Localization for Deep Neural Networks.,2021
151,10.1109/ICSE43902.2021.00090,ICSE,conf/icse,conf/icse/YuFCWLC21,Prioritize Crowdsourced Test Reports via Deep Screenshot Understanding.,2021
152,10.1109/ICSE43902.2021.00065,ICSE,conf/icse,conf/icse/ZhengNBRFAB21,FLACK - Counterexample-Guided Fault Localization for Alloy Models.,2021
153,10.1109/ICSE-COMPANION52605.2021.00077,ICSE,conf/icse,conf/icse/ZhengNBRFAB21a,Artifact of &apos;FLACK - Counterexample-Guided Fault Localization for Alloy Models&apos;.,2021
154,10.1145/3387940.3392236,ICSE,conf/icse,conf/icse/AnvikG20,Are Automatic Bug Report Summarizers Missing the Target?,2020
155,10.1145/3377816.3381738,ICSE,conf/icse,conf/icse/ArokiamB20,Automatically predicting bug severity early in the development process.,2020
156,10.1145/3387940.3392182,ICSE,conf/icse,conf/icse/AsadGS20,Impact of Similarity on Repairing Small Programs - A Case Study on QuixBugs Benchmark.,2020
157,10.1145/3377815.3381372,ICSE-SEIS,conf/icse,conf/icse/BehrooziSBP20,Debugging hiring - what went right and what went wrong in the technical interview process.,2020
158,10.1145/3387903.3389303,AST@ICSE,conf/icse,conf/icse/BleserNR20,A Delta-Debugging Approach to Assessing the Resilience of Actor Programs through Run-time Test Perturbations.,2020
159,10.1145/3377811.3380381,ICSE,conf/icse,conf/icse/ChowdhurySJC20,SLEMI - equivalence modulo input (EMI) based mutation of CPS models for finding compiler bugs in Simulink.,2020
160,10.1145/3377812.3382147,ICSE,conf/icse,conf/icse/ChowdhurySJC20a,SLEMI - finding simulink compiler bugs through equivalence modulo input (EMI).,2020
161,10.1145/3387940.3392164,ICSE,conf/icse,conf/icse/DekhtyarSS20,Educating Project Stakeholders - A Preliminary Report.,2020
162,10.1145/3377813.3381364,ICSE,conf/icse,conf/icse/Fischer-Nielsen20,The forgotten case of the dependency bugs - on the example of the robot operating system.,2020
163,10.1145/3377811.3380397,ICSE,conf/icse,conf/icse/GarciaF0AXC20,A comprehensive study of autonomous vehicle bugs.,2020
164,10.1145/3387906.3388623,TechDebt@ICSE,conf/icse,conf/icse/GauthierJKHSBL20,Trade-offs in managing risk and technical debt in industrial research labs - an experience report.,2020
165,10.1145/3377816.3381721,ICSE,conf/icse,conf/icse/Herbold20,With registered reports towards large scale data curation.,2020
166,10.1145/3387940.3391479,ICSE,conf/icse,conf/icse/IngramCBU20,Generating Real-World Impact from Academic Research - Experience Report from a University Impact Hub.,2020
167,10.1145/3377816.3381746,ICSE,conf/icse,conf/icse/JeonH20,Threats to validity in experimenting mutation-based fault localization.,2020
168,10.1145/3377813.3381371,ICSE,conf/icse,conf/icse/KimSSSJPMK20,Automatic abnormal log detection by analyzing log history for providing debugging insight.,2020
169,10.1145/3377811.3380329,ICSE,conf/icse,conf/icse/KirschnerSZ20,Debugging inputs.,2020
170,10.1145/3377812.3390797,ICSE,conf/icse,conf/icse/KirschnerSZ20a,Debugging inputs.,2020
171,10.1145/3377812.3382172,ICSE,conf/icse,conf/icse/Li20b,Improving bug detection and fixing via code representation learning.,2020
172,10.1145/3377813.3381355,ICSE,conf/icse,conf/icse/LiGFLZL20,Automated bug reproduction from user reviews for Android applications.,2020
173,10.1145/3377812.3390906,ICSE,conf/icse,conf/icse/LiT20,Bugine - a bug report recommendation system for Android apps.,2020
174,10.1145/3377811.3380442,ICSE,conf/icse,conf/icse/MaCZFXCZX20,Impact analysis of cross-project bugs on software ecosystems.,2020
175,10.1145/3377816.3381731,ICSE,conf/icse,conf/icse/Miranskyy0D20,Is your quantum program bug-free?,2020
176,10.1145/3377812.3382175,ICSE,conf/icse,conf/icse/Pan20,Does fixing bug increase robustness in deep learning?,2020
177,10.1145/3377813.3381369,ICSE,conf/icse,conf/icse/QianYPMF020,Debugging crashes using continuous contrast set mining.,2020
178,10.1145/3377812.3382163,ICSE,conf/icse,conf/icse/Shrestha20,Automatic generation of simulink models to find bugs in a cyber-physical system tool chain using deep learning.,2020
179,10.1145/3387906.3388629,TechDebt@ICSE,conf/icse,conf/icse/SundelinGW20,The hidden cost of backward compatibility - when deprecation turns into technical debt - an experience report.,2020
180,10.1145/3377811.3380349,ICSE,conf/icse,conf/icse/TanL20,Collaborative bug finding for Android apps.,2020
181,10.1145/3377811.3380423,ICSE,conf/icse,conf/icse/TaoMLXZ20,TRADER - trace divergence analysis and embedding regulation for debugging recurrent neural networks.,2020
182,10.1145/3377812.3382138,ICSE,conf/icse,conf/icse/TianYFL20,FuRong - fusing report of automated Android testing on multi-devices.,2020
183,10.1145/3377816.3381743,ICSE,conf/icse,conf/icse/Wen0C20,Boosting automated program repair with bug-inducing commits.,2020
184,10.1145/3387940.3391487,ICSE,conf/icse,conf/icse/WoodEM20,Dialogue Act Classification for Virtual Agents for Software Engineers during Debugging.,2020
185,10.1145/3377811.3380358,ICSE,conf/icse,conf/icse/WuOZZ0Z20,Simulee - detecting CUDA synchronization bugs via memory-access modeling.,2020
186,10.1109/MOBILESOFT.2019.00021,MOBILESoft@ICSE,conf/icse,conf/icse/AljedaaniNAG19,A comparison of bugs across the iOS and Android platforms of two open source cross platform browser apps.,2019
187,10.1109/ICSE.2019.00031,ICSE,conf/icse,conf/icse/AmarR19,Mining historical test logs to predict bugs and localize faults in the test logs.,2019
188,10.1109/ICSE-COMPANION.2019.00093,ICSE,conf/icse,conf/icse/BachPHA19,Dynamic unit test extraction via time travel debugging for test cost reduction.,2019
189,10.1109/ICSE-COMPANION.2019.00050,ICSE,conf/icse,conf/icse/Barbon0SY19,Visual debugging of behavioural models.,2019
190,10.1109/ICSE-COMPANION.2019.00035,ICSE,conf/icse,conf/icse/BentonGZ19,Defexts - a curated dataset of reproducible real-world bugs for modern JVM languages.,2019
191,10.1109/ICSE-COMPANION.2019.00122,ICSE,conf/icse,conf/icse/BeszedesHPG19,Leveraging contextual information from function call chains to improve fault localization.,2019
192,10.1109/ICSE-COMPANION.2019.00027,ICSE,conf/icse,conf/icse/BuhseWZMG19,VeDebug - regression debugging tool for Java.,2019
193,10.1109/SESOS/WDES.2019.00010,SESoS-WDES@ICSE,conf/icse,conf/icse/CaraturanG19,Major challenges of systems-of-systems with cloud and DevOps - a financial experience report.,2019
194,10.1109/MOBILESOFT.2019.00023,MOBILESoft@ICSE,conf/icse,conf/icse/CatolinoNF19,Cross-project just-in-time bug prediction for mobile apps - an empirical assessment.,2019
195,10.1109/ICSE-COMPANION.2019.00055,ICSE,conf/icse,conf/icse/Chen19,An empirical study on leveraging logs for debugging production failures.,2019
196,10.1109/ICSE.2019.00048,ICSE,conf/icse,conf/icse/DmeiriTWBLDVR19,BugSwarm - mining and continuously growing a dataset of reproducible failures and fixes.,2019
197,10.1109/ICSE-COMPANION.2019.00026,ICSE,conf/icse,conf/icse/GadelhaSC0N19,SMT-based refutation of spurious bug reports in the clang static analyzer.,2019
198,10.1109/ICSE-COMPANION.2019.00119,ICSE,conf/icse,conf/icse/GambiHF19,Automatically reconstructing car crashes from police reports for testing self-driving cars.,2019
199,10.1109/ICSE.2019.00096,ICSE,conf/icse,conf/icse/HaoFJL019,CTRAS - crowdsourced test report aggregation and summarization.,2019
200,10.1109/MOBILESOFT.2019.00019,MOBILESoft@ICSE,conf/icse,conf/icse/Harty19,Google play console - insightful development using Android vitals and pre-launch reports.,2019
201,10.1109/ICSE.2019.00029,ICSE,conf/icse,conf/icse/HeCHWPY19,A system identification based Oracle for control-CPS software fault localization.,2019
202,10.1109/ICSE-COMPANION.2019.00031,ICSE,conf/icse,conf/icse/HuynhGF19,AC3R - automatically reconstructing car crashes from police reports.,2019
203,10.1109/MOBILESOFT.2019.00024,MOBILESoft@ICSE,conf/icse,conf/icse/JhaLL19,Characterizing Android-specific crash bugs.,2019
204,10.1109/SERP4IOT.2019.00010,SERP4IoT@ICSE,conf/icse,conf/icse/JuniorRGSG19,Towards a multilayer strategy against attacks on IoT environments.,2019
205,10.1109/ICSE-SEET.2019.00023,ICSE,conf/icse,conf/icse/Karus19,Experience report on a move to techniques-oriented student project grading.,2019
206,10.1109/BOTSE.2019.00010,BotSE@ICSE,conf/icse,conf/icse/Monperrus19,Explainable software bot contributions - case study of automated bug fixes.,2019
207,10.1109/ICSE-COMPANION.2019.00064,ICSE,conf/icse,conf/icse/Mordahl19,Toward detection and characterization of variability bugs in configurable C software - an empirical study.,2019
208,10.1109/SEH.2019.00008,SEH@ICSE,conf/icse,conf/icse/MukhiyaRPL19,An architectural design for self-reporting e-health systems.,2019
209,10.1109/ICSE-SEIP.2019.00031,ICSE,conf/icse,conf/icse/NajafiSR19,Improving test effectiveness using test executions history - an industrial experience report.,2019
210,10.1109/ICSE-COMPANION.2019.00065,ICSE,conf/icse,conf/icse/Nguyen19,Configuration-dependent fault localization.,2019
211,10.1109/ICSE.2019.00107,ICSE,conf/icse,conf/icse/PhamLQT19,CRADLE - cross-backend validation to detect and localize bugs in deep learning libraries.,2019
212,10.1109/MOBILESOFT.2019.00028,MOBILESoft@ICSE,conf/icse,conf/icse/Singleton19,Automated tool support for repairing security bugs in Android mobile applications.,2019
213,10.1109/MOBILESOFT.2019.00014,MOBILESoft@ICSE,conf/icse,conf/icse/SingletonZSS19,FireBugs - finding and repairing bugs with security patterns.,2019
214,10.1109/CHASE.2019.00039,CHASE@ICSE,conf/icse,conf/icse/SouzaHVJ19,What makes research software sustainable? - an interview study with research software engineers.,2019
215,10.1109/ICSE-COMPANION.2019.00051,ICSE,conf/icse,conf/icse/SunHKSHA19,DeepConcolic - testing and debugging deep neural networks.,2019
216,10.1109/ICSE.2019.00028,ICSE,conf/icse,conf/icse/VassalloPGP19,Automated reporting of anti-patterns and decay in continuous integration.,2019
217,10.1109/ICSE-COMPANION.2019.00066,ICSE,conf/icse,conf/icse/Xu19,Improving automated program repair with retrospective fault localization.,2019
218,10.1109/ICSE.2019.00061,ICSE,conf/icse,conf/icse/YangZSS00X19,Hunting for bugs in code coverage tools via randomized differential testing.,2019
