,doi,forum,forum id,paper id,title,year,mendeley keywords,publication ids,mendeley id
1569,10.1109/TC.2017.2678504,IEEE Trans. Computers,journals/tc,journals/tc/OhCK17,DRAM-Based Error Detection Method to Reduce the Post-Silicon Debug Time for Multiple Identical Cores.,2017,"('DRAM-based debug method', 'MISR compaction', 'Multiple identical cores', 'debug time', 'golden data stream')","(('issn', '00189340'), ('pui', '618297045'), ('doi', '10.1109/TC.2017.2678504'), ('sgr', '85029504492'), ('scopus', '2-s2.0-85029504492'))",af57e870-be3c-37a7-a4a6-0eb9c56a690b
1570,10.1109/TC.2016.2561920,IEEE Trans. Computers,journals/tc,journals/tc/OhHCK17,An On-Chip Error Detection Method to Reduce the Post-Silicon Debug Time.,2017,"('MISR compaction', 'Post-silicon debug', 'debug time', 'trace buffer')","(('issn', '00189340'), ('pui', '613771890'), ('doi', '10.1109/TC.2016.2561920'), ('sgr', '85006988031'), ('scopus', '2-s2.0-85006988031'))",356f96ca-3235-3b5f-87de-95657f16f298
1571,10.1109/TC.2015.2456014,IEEE Trans. Computers,journals/tc,journals/tc/DuRSPPLE16,Online Test of Control Flow Errors - A New Debug Interface-Based Approach.,2016,"('control flow checking', 'debug interface', 'on-line test')","(('sgr', '84969802500'), ('scopus', '2-s2.0-84969802500'), ('doi', '10.1109/TC.2015.2456014'), ('issn', '00189340'), ('pui', '610399935'))",bb1601ea-17a2-327b-b2d7-beca9a5ff878
1572,10.1109/TC.2015.2512860,IEEE Trans. Computers,journals/tc,journals/tc/ZhangYWDC16,Hardware Support for Concurrent Detection of Multiple Concurrency Bugs on Fused CPU-GPU Architectures.,2016,"('Concurrency bug detection', 'fused CPU-GPU architecture')","(('sgr', '84987677253'), ('scopus', '2-s2.0-84987677253'), ('doi', '10.1109/TC.2015.2512860'), ('issn', '00189340'), ('pui', '612122200'))",1d57dd8a-c6e1-3e12-98da-bf346df6c11f
1573,10.1109/TC.2014.2329687,IEEE Trans. Computers,journals/tc,journals/tc/AlizadehBK15,A Scalable Formal Debugging Approach with Auto-Correction Capability Based on Static Slicing and Dynamic Ranking for RTL Datapath Designs.,2015,"('Formal verification', 'RTL datapath designs', 'debugging and correction', 'decision diagram', 'equivalence checking')","(('issn', '00189340'), ('pui', '604363552'), ('doi', '10.1109/TC.2014.2329687'), ('sgr', '84929346726'), ('scopus', '2-s2.0-84929346726'))",6a0825c7-99ab-3745-b970-415781bf502e
1574,10.1109/TC.2014.2308188,IEEE Trans. Computers,journals/tc,journals/tc/YeZ15,A Self-Adaptive Strategy for Evolution of Cooperation in Distributed Networks.,2015,"('Evolution of cooperation', 'distributed networks', 'self-adaptation')","(('issn', '00189340'), ('pui', '603046556'), ('doi', '10.1109/TC.2014.2308188'), ('sgr', '84925061025'), ('scopus', '2-s2.0-84925061025'))",226773a6-1138-3ec7-a2dc-2b7d5afbb7ec
1575,10.1109/TC.2014.2346204,IEEE Trans. Computers,journals/tc,journals/tc/ZhengGWC15,"STAR - Strategy-Proof Double Auctions for Multi-Cloud, Multi-Tenant Bandwidth Reservation.",2015,"('Data center', 'bandwidth reservation', 'double auction')","(('pui', '604973910'), ('doi', '10.1109/TC.2014.2346204'), ('scopus', '2-s2.0-84933047300'), ('sgr', '84933047300'), ('issn', '00189340'))",1a48037b-c16b-303a-8622-39aa4bbc955c
1576,10.1109/TC.2013.189,IEEE Trans. Computers,journals/tc,journals/tc/ZhengL15,Selecting an Optimal Fault Tolerance Strategy for Reliable Service-Oriented Systems with Local and Global Constraints.,2015,"('Fault tolerance', 'quality-of-service (QoS)', 'service composition', 'web service')","(('sgr', '84919476836'), ('scopus', '2-s2.0-84919476836'), ('doi', '10.1109/TC.2013.189'), ('issn', '00189340'), ('pui', '600882612'))",357185ff-bfd1-3459-b2de-03f69c362755
1577,10.1109/TC.2013.15,IEEE Trans. Computers,journals/tc,journals/tc/ChenLX14,Improving MapReduce Performance Using Smart Speculative Execution Strategy.,2014,"('MapReduce', 'cluster throughput', 'cost performance', 'speculative execution', 'straggler')","(('sgr', '84897130212'), ('scopus', '2-s2.0-84897130212'), ('doi', '10.1109/TC.2013.15'), ('issn', '00189340'), ('pui', '372723819'))",8780246a-0c7a-3758-af71-50e6a5774572
1578,10.1109/TC.2013.107,IEEE Trans. Computers,journals/tc,journals/tc/NeishaburiZ14,On a New Mechanism of Trigger Generation for Post-Silicon Debugging.,2014,"('Assertion checkers', 'Embedded logic analyzer', 'Hierarchical graph scheme', 'Parallel hierarchical finite state machine', 'Post-silicon debugging', 'Trigger unit')","(('issn', '00189340'), ('pui', '603833766'), ('doi', '10.1109/TC.2013.107'), ('sgr', '84928118832'), ('scopus', '2-s2.0-84928118832'))",d8bcd3eb-8934-34e2-b682-4ce3798c8e71
1579,10.1109/TC.2012.115,IEEE Trans. Computers,journals/tc,journals/tc/ChenCLLYSH13,LDet - Determinizing Asynchronous Transfer for Postsilicon Debugging.,2013,"('Asynchronous', 'Chip', 'Clock domain crossing', 'Determinism', 'FIFO', 'Global clock', 'Heterochronous', 'Post-silicon debugging', 'Synchronization')","(('sgr', '84881181894'), ('scopus', '2-s2.0-84881181894'), ('doi', '10.1109/TC.2012.115'), ('issn', '00189340'), ('pui', '369499796'))",91771e0c-9bca-3ccc-98d6-cd03c59df29d
1580,10.1109/TC.2011.207,IEEE Trans. Computers,journals/tc,journals/tc/LiuZY013,SinkTrail - A Proactive Data Reporting Protocol for Wireless Sensor Networks.,2013,"('Wireless sensor networks', 'data gathering', 'logical coordinates', 'mobile sink', 'routing')","(('issn', '00189340'), ('pui', '366191465'), ('doi', '10.1109/TC.2011.207'), ('sgr', '84870562854'), ('scopus', '2-s2.0-84870562854'))",18e6e954-40f2-3849-b095-633a60f75716
1581,10.1109/TC.2011.192,IEEE Trans. Computers,journals/tc,journals/tc/KoN12,Mapping Trigger Conditions onto Trigger Units during Post-silicon Validation and Debugging.,2012,"('Data acquisition', 'Debugging', 'Detectors', 'Monitoring', 'Post-silicon validation and debugging', 'Real time systems', 'Registers', 'Runtime', 'trigger conditions', 'trigger units')","(('issn', '00189340'), ('pui', '365814709'), ('doi', '10.1109/TC.2011.192'), ('sgr', '84867323510'), ('scopus', '2-s2.0-84867323510'))",7f015679-24b9-3858-8ee4-42bb4774ad6c
1582,10.1109/TC.2010.254,IEEE Trans. Computers,journals/tc,journals/tc/WenCCC12,NUDA - A Non-Uniform Debugging Architecture and Nonintrusive Race Detection for Many-Core Systems.,2012,"('NUDA', 'data race', 'debugging', 'lockset', 'manycore', 'nonintrusive')","(('issn', '00189340'), ('pui', '364040894'), ('doi', '10.1109/TC.2010.254'), ('sgr', '84855418358'), ('scopus', '2-s2.0-84855418358'))",c00f0c1d-e7b6-3ed6-bb3b-363a4b382cb2
1583,10.1109/TC.2010.126,IEEE Trans. Computers,journals/tc,journals/tc/ChangK11,A Management Strategy for the Reliability and Performance Improvement of MLC-Based Flash-Memory Storage Systems.,2011,"('Flash-memory management software', 'MLC flash memory', 'address translation', 'disposable flash memory', 'performance enhancement', 'reliability enhancement', 'update commitment')","(('sgr', '79551519919'), ('scopus', '2-s2.0-79551519919'), ('doi', '10.1109/TC.2010.126'), ('issn', '00189340'), ('pui', '361198493'))",b556e496-c865-349c-80d1-a597fd3203ac
1584,10.1109/TC.2010.122,IEEE Trans. Computers,journals/tc,journals/tc/DaoudN11,On Using Lossy Compression for Repeatable Experiments during Silicon Debug.,2011,"('Silicon debug', 'lossy compression.', 'observation window')","(('sgr', '79958041909'), ('scopus', '2-s2.0-79958041909'), ('doi', '10.1109/TC.2010.122'), ('issn', '00189340'), ('pui', '361891266'))",77545a81-b19f-306e-8e24-95a81ca73b4f
1585,10.1109/TC.2010.123,IEEE Trans. Computers,journals/tc,journals/tc/PandaBV11,Compressing Cache State for Postsilicon Processor Debug.,2011,"('Postsilicon validation', 'cache compression', 'processor debug')","(('issn', '00189340'), ('pui', '361350113'), ('doi', '10.1109/TC.2010.123'), ('sgr', '79952119226'), ('scopus', '2-s2.0-79952119226'))",97e28f22-ac00-3f62-b6a8-931d797ce229
1586,10.1109/TC.2010.241,IEEE Trans. Computers,journals/tc,journals/tc/XuLTZ11,Efficient and Strategyproof Spectrum Allocations in Multichannel Wireless Networks.,2011,"('PTAS', 'Wireless networks', 'approximation', 'disk graph', 'interval graph', 'spectrum', 'strategyproof')","(('pui', '361350103'), ('doi', '10.1109/TC.2010.241'), ('scopus', '2-s2.0-79952125380'), ('sgr', '79952125380'), ('issn', '00189340'))",e1f0c1ae-4504-3085-98ba-2ff9947cf668
1587,10.1109/TC.2009.181,IEEE Trans. Computers,journals/tc,journals/tc/JeonLC10,Load Unbalancing Strategy for Multicore Embedded Processors.,2010,"('Distributed architectures', 'embedded systems', 'load balancing', 'real-time systems', 'task assignment')","(('sgr', '77956247909'), ('scopus', '2-s2.0-77956247909'), ('doi', '10.1109/TC.2009.181'), ('issn', '00189340'), ('pui', '359463917'))",1d34fd14-c536-3b22-afa2-190cb7ab2ad1
1588,10.1109/TC.2010.74,IEEE Trans. Computers,journals/tc,journals/tc/MangassarianVB10,"Robust QBF Encodings for Sequential Circuits with Applications to Verification, Debug, and Test.",2010,"('BMC', 'Design debugging', 'K-induction', 'QBF', 'SAT', 'Sequential ATPG')","(('sgr', '77952921859'), ('scopus', '2-s2.0-77952921859'), ('doi', '10.1109/TC.2010.74'), ('issn', '00189340'), ('pui', '358910647'))",20a477e8-f273-34eb-a70e-190787c8fb92
1589,10.1109/TC.2010.87,IEEE Trans. Computers,journals/tc,journals/tc/XuWL10,SALSA - Strategyproof Online Spectrum Admissions for Wireless Networks.,2010,"('Wireless networks', 'competitive ratio', 'online allocation', 'revenue efficiency', 'social efficiency', 'spectrum')","(('pui', '359903203'), ('doi', '10.1109/TC.2010.87'), ('scopus', '2-s2.0-77953216881'), ('sgr', '77953216881'), ('issn', '00189340'))",5e7f64da-d299-35c4-a232-95f8f616c29e
1590,10.1109/TC.2008.38,IEEE Trans. Computers,journals/tc,journals/tc/AsciaCPP08,Implementation and Analysis of a New Selection Strategy for Adaptive Routing in Networks-on-Chip.,2008,"('Interconnection architectures', 'Performance evaluation', 'Routing protocols')","(('sgr', '44049086778'), ('scopus', '2-s2.0-44049086778'), ('doi', '10.1109/TC.2008.38'), ('issn', '00189340'), ('pui', '351712162'))",02624ad6-ca1e-39f9-9296-ee5ccfa7a742
1591,10.1109/TC.2007.70738,IEEE Trans. Computers,journals/tc,journals/tc/QinX08,An Availability-Aware Task Scheduling Strategy for Heterogeneous Systems.,2008,"('Availability constraints', 'Heterogeneous systems', 'Hulticlass applications', 'Resource allocation', 'Scheduling')","(('pui', '351117778'), ('doi', '10.1109/TC.2007.70738'), ('scopus', '2-s2.0-38349015030'), ('sgr', '38349015030'), ('issn', '00189340'))",577498c7-3755-3d97-8ffd-dd2f960e9ad8
1592,10.1109/TC.2008.27,IEEE Trans. Computers,journals/tc,journals/tc/Xie08,SEA - A Striping-Based Energy-Aware Strategy for Data Placement in RAID-Structured Storage Systems.,2008,"('And serviceability', 'Availability', 'Distributed applications', 'Energy-aware systems', 'Load balancing and task assignment', 'Real-time and embedded systems', 'Real-time distributed', 'Reliability', 'Scheduling and task partitioning')","(('pui', '351712158'), ('doi', '10.1109/TC.2008.27'), ('scopus', '2-s2.0-44049099115'), ('sgr', '44049099115'), ('issn', '00189340'))",34a6b3bb-6e72-30fd-b830-f5050d2914f2
1593,10.1109/TC.2007.70809,IEEE Trans. Computers,journals/tc,journals/tc/XieQ08,An Energy-Delay Tunable Task Allocation Strategy for Collaborative Applications in Networked Embedded Systems.,2008,"('Collaborative applications', 'Energy conservation', 'Energy latency trade-off', 'Heterogeneous embedded systems', 'Task allocation')","(('issn', '00189340'), ('pui', '351627048'), ('doi', '10.1109/TC.2007.70809'), ('sgr', '43049109910'), ('scopus', '2-s2.0-43049109910'))",9f691f48-53e7-3733-bd42-45e328907e9d
1594,10.1109/TC.2007.70788,IEEE Trans. Computers,journals/tc,journals/tc/ZhuJ08,RACE - A Robust Adaptive Caching Strategy for Buffer Cache.,2008,"('Buffering', 'Input/output', 'Main memory')","(('pui', '350225916'), ('doi', '10.1109/TC.2007.70788'), ('scopus', '2-s2.0-36849001273'), ('sgr', '36849001273'), ('issn', '00189340'))",10335dc0-fcc8-3fb5-9e2e-fb15dd56e043
1595,10.1109/TC.2007.29,IEEE Trans. Computers,journals/tc,journals/tc/YangGL07,Fast Multicomputation with Asynchronous Strategy.,2007,"('Binary signed-digit codes', 'Joint sparse forms', 'Multi-exponentiations', 'Multicomputations', 'Multiscalar-multiplications', 'Public key cryptosystems')","(('issn', '00189340'), ('pui', '46062878'), ('doi', '10.1109/TC.2007.29'), ('sgr', '33846115084'), ('scopus', '2-s2.0-33846115084'))",76d7394a-b142-3c52-a464-b1c4daa4c17e
1596,10.1109/TC.2006.97,IEEE Trans. Computers,journals/tc,journals/tc/AndreiCCL06,Automatic Debugging of Real-Time Systems Based on Incremental Satisfiability Counting.,2006,"('Automatic debugging', 'Counting SAT problem', 'Formal methods', 'Incremental computation', 'Real-time system', 'System development tools', 'Timing constraint')","(('pui', '43834516'), ('doi', '10.1109/TC.2006.97'), ('scopus', '2-s2.0-33744789712'), ('sgr', '33744789712'), ('issn', '00189340'))",f5c370f1-11d0-3583-afa8-3138988fac4f
1597,10.1109/TC.2006.76,IEEE Trans. Computers,journals/tc,journals/tc/CardarilliOPRS06,"Fault Localization, Error Correction, and Graceful Degradation in Radix 2 Signed Digit-Based Adders.",2006,"('Error checking', 'Fault tolerance', 'High-speed arithmetic')","(('issn', '00189340'), ('pui', '43566609'), ('doi', '10.1109/TC.2006.76'), ('sgr', '33645800592'), ('scopus', '2-s2.0-33645800592'))",d5d2af15-c4fc-31dd-846e-bef8f964129e
1598,10.1109/TC.2006.22,IEEE Trans. Computers,journals/tc,journals/tc/HopkinsM06,Debug Support Strategy for Systems-on-Chips with Multiple Processor Cores.,2006,"('Debugging aids', 'Multiprocessor systems', 'Real-time and embedded systems', 'System architectures, integration, and modeling')","(('issn', '00189340'), ('pui', '46404926'), ('doi', '10.1109/TC.2006.22'), ('sgr', '33745687487'), ('scopus', '2-s2.0-33745687487'))",b7221e8d-5d84-3ca5-abb3-465148904c35
1599,10.1109/TC.2006.174,IEEE Trans. Computers,journals/tc,journals/tc/YenJ06,An Optimum Algorithm for Compacting Error Traces for Efficient Design Error Debugging.,2006,"('Diagnosis', 'Error checking', 'Satisfiability', 'Simulation', 'Verification')","(('issn', '00189340'), ('pui', '44593466'), ('doi', '10.1109/TC.2006.174'), ('sgr', '33750104215'), ('scopus', '2-s2.0-33750104215'))",9e3a0498-95d9-3d1f-80ee-630a05384b23
1600,10.1109/TC.2005.203,IEEE Trans. Computers,journals/tc,journals/tc/HeathBH05,Synchro-Tokens - A Deterministic GALS Methodology for Chip-Level Debug and Test.,2005,"('Debug', 'GALS', 'Globally asynchronous locally synchronous', 'Nondeterminism', 'SoC', 'Test')","(('pui', '43065942'), ('doi', '10.1109/TC.2005.203'), ('scopus', '2-s2.0-30344437884'), ('sgr', '30344437884'), ('issn', '00189340'))",2b161dbf-fa02-3437-b29a-6dc07f7f3901
1601,10.1109/TC.2003.1197130,IEEE Trans. Computers,journals/tc,journals/tc/KangYYLK03,Isomorphic Strategy for Processor Allocation in k-Ary n-Cube Systems.,2003,"('Job scheduling', 'K-ary n-cube', 'Partitioning', 'Performance evaluation', 'Processor allocation')","(('pui', '36591780'), ('doi', '10.1109/TC.2003.1197130'), ('scopus', '2-s2.0-0038633519'), ('sgr', '0038633519'), ('issn', '00189340'))",023a05bb-3a6f-30cd-86a2-e638bd31e482
1602,10.1109/TC.2003.1244941,IEEE Trans. Computers,journals/tc,journals/tc/Redinbo03,Failure-Detecting Arithmetic Convolutional Codes and an Iterative Correcting Strategy.,2003,"('Algorithm-based fault tolerance', 'Burst-correcting codes', 'Convolutional codes over integers', 'Fixed-point arithmetic', 'Free modules', 'Iterative decoding', 'Real number codes', 'Syndrome decoding')","(('issn', '00189340'), ('pui', '37397693'), ('doi', '10.1109/TC.2003.1244941'), ('sgr', '0242578156'), ('scopus', '2-s2.0-0242578156'))",a186024a-cb17-318a-a53b-5abb1641dc36
1603,10.1109/12.754994,IEEE Trans. Computers,journals/tc,journals/tc/YangW99,Wide-Sense Nonblocking Clos Networks Under Packing Strategy.,1999,(),"(('pui', '29797529'), ('doi', '10.1109/12.754994'), ('scopus', '2-s2.0-0033100684'), ('sgr', '0033100684'), ('issn', '00189340'))",c684f7c8-857a-3602-97f1-4936cfdabc4d
1604,10.1109/12.494097,IEEE Trans. Computers,journals/tc,journals/tc/BlumW96,Reflections on the Pentium Bug.,1996,"('Built-in testing', 'Concurrent error detection', 'Fault tolerance', 'Pentium', 'Reliability', 'Result-checking', 'Verification')","(('issn', '00189340'), ('pui', '126773708'), ('doi', '10.1109/12.494097'), ('sgr', '0001168383'), ('scopus', '2-s2.0-0001168383'))",a4dcf6d3-1419-3524-ba04-d8d29d6a3503
1605,10.1109/12.485379,IEEE Trans. Computers,journals/tc,journals/tc/ChiuW96,A Fault-Tolerant Routing Strategy in Hypercube Multicomputers.,1996,"('Deadlock', 'Fault tolerance', 'Hypercubes', 'Routing', 'Virtual channels', 'Wormhole routing')","(('pui', '126768310'), ('doi', '10.1109/12.485379'), ('scopus', '2-s2.0-0000296487'), ('sgr', '0000296487'), ('issn', '00189340'))",787abb96-4a66-3f7f-a283-18d467853677
1606,10.1109/12.391182,IEEE Trans. Computers,journals/tc,journals/tc/PomeranzR95b,INCREDYBLE - A New Search Strategy for Design Automation Problems with Applications to Testing.,1995,"('Combinational circuits', 'off-line testing', 'path delay faults', 'search strategy', 'stuck-at faults')","(('sgr', '0029326775'), ('scopus', '2-s2.0-0029326775'), ('doi', '10.1109/12.391182'), ('issn', '00189340'), ('pui', '400241398'))",9296ebd4-ce85-3f28-a5e7-c46121740707
1607,10.1109/12.214697,IEEE Trans. Computers,journals/tc,journals/tc/BergT93,Properties of the Miss Ratio for a 2-Level Storage Model with LRU or FIFO Replacement Strategy and Independent References.,1993,"('FIFO', 'LRU', 'independent reference model', 'memory management', 'miss ratio')","(('issn', '00189340'), ('pui', '400216769'), ('doi', '10.1109/12.214697'), ('sgr', '0027577325'), ('scopus', '2-s2.0-0027577325'))",86ddc182-166f-367c-bf7c-46c914b95c77
1608,10.1109/12.135559,IEEE Trans. Computers,journals/tc,journals/tc/ChuangT92,A Fast Recognition-Complete Processor Allocation Strategy for Hypercube Computers.,1992,"('Binary trees', 'buddy strategy', 'hypercube computers', 'performance measures', 'processor allocation', 'right rotating operations')","(('pui', '400205432'), ('doi', '10.1109/12.135559'), ('scopus', '2-s2.0-0026852322'), ('sgr', '0026852322'), ('issn', '00189340'))",df0b2c14-ff43-3373-bf05-ce68e88607fe
1609,10.1109/12.142689,IEEE Trans. Computers,journals/tc,journals/tc/PomeranzR92,The Multiple Observation Time Test Strategy.,1992,(),"(('sgr', '0026867440'), ('scopus', '2-s2.0-0026867440'), ('doi', '10.1109/12.142689'), ('issn', '00189340'), ('pui', '400205421'))",de387a89-ae61-3736-8166-dbec1176dfc2
1610,10.1109/12.73595,IEEE Trans. Computers,journals/tc,journals/tc/KavianpourK91,Diagnosabilities of Hypercubes Under the Pessimistic One-Step Diagnosis Strategy.,1991,(),"(('pui', '400195253'), ('doi', '10.1109/12.73595'), ('scopus', '2-s2.0-0026108253'), ('sgr', '0026108253'), ('issn', '00189340'))",c6227b75-d279-3f15-a717-97fdffb69f30
1611,10.1109/12.67315,IEEE Trans. Computers,journals/tc,journals/tc/LinderH91,An Adaptive and Fault Tolerant Wormhole Routing Strategy for k-Ary n-Cubes.,1991,"('Adaptive routing', 'concurrent computing', 'deadlock', 'fault-tolerant computing', 'message passing architecture', 'virtual channels', 'virtual networks', 'wormhole routing')","(('sgr', '0025746735'), ('scopus', '2-s2.0-0025746735'), ('doi', '10.1109/12.67315'), ('issn', '00189340'), ('pui', '400195255'))",5e9b8dcc-0ce2-3b3a-b684-2d74cd10d773
1612,10.1109/12.55689,IEEE Trans. Computers,journals/tc,journals/tc/Shin90,Minimal Order Loop-Free Routing Strategy.,1990,"('Distributed adaptive routing strategies', 'distribution vector', 'looping effects', 'multiorder strategy', 'strategy compatibility')","(('issn', '00189340'), ('pui', '400184876'), ('doi', '10.1109/12.55689'), ('sgr', '0025462458'), ('scopus', '2-s2.0-0025462458'))",9130180c-9caf-3491-a639-ebb963c4e36e
1613,10.1109/12.30865,IEEE Trans. Computers,journals/tc,journals/tc/BaumgartnerW89,GAMMON - A Load Balancing Strategy for Local Computer Systems with Multiaccess Networks.,1989,"('Broadcast', 'collision detection', 'dynamic programming', 'load balancing', 'multiaccess networks')","(('pui', '400175878'), ('doi', '10.1109/12.30865'), ('scopus', '2-s2.0-0024714108'), ('sgr', '0024714108'), ('issn', '00189340'))",849a19f0-c0ad-37e9-91a1-af59a8f39efc
1614,10.1109/12.21122,IEEE Trans. Computers,journals/tc,journals/tc/MeyerP89,Dynamic Testing Strategy for Distributed Systems.,1989,"('Distributed computing system', 'PMC model', 'fault diagnosis', 'fault discovery', 'fault tolerance', 'self-diagnosable system', 'testing overhead')","(('sgr', '0024627072'), ('scopus', '2-s2.0-0024627072'), ('doi', '10.1109/12.21122'), ('issn', '00189340'), ('pui', '400175785'))",7b116de0-a4f0-36c1-9ce9-401d0f73fc24
1615,10.1109/12.2171,IEEE Trans. Computers,journals/tc,journals/tc/YuKL88,Optimal Design and Sequential Analysis of VLSI Testing Strategy.,1988,"('Consistent estimation', 'VLSI testing strategy', 'design of experiments', 'performance analysis', 'sequential decision')","(('issn', '00189340'), ('pui', '400165957'), ('doi', '10.1109/12.2171'), ('sgr', '0023961362'), ('scopus', '2-s2.0-0023961362'))",ce89f313-a414-39f0-981a-3ab4c2fec761
1616,10.1109/TC.1987.1676942,IEEE Trans. Computers,journals/tc,journals/tc/BergerB87,A Partitioning Strategy for Nonuniform Problems on Multiprocessors.,1987,(),"(('sgr', '0023346636'), ('scopus', '2-s2.0-0023346636'), ('doi', '10.1109/TC.1987.1676942'), ('issn', '00189340'), ('pui', '400157634'))",0f4257dc-7273-322a-817a-4021fcb65588
1617,10.1109/TC.1987.1676929,IEEE Trans. Computers,journals/tc,journals/tc/LeblancM87,Debugging Parallel Programs with Instant Replay.,1987,(),"(('pui', '400157659'), ('doi', '10.1109/TC.1987.1676929'), ('scopus', '2-s2.0-0023328934'), ('sgr', '0023328934'), ('issn', '00189340'))",830fbe07-3b69-364e-be8a-716ef4668b47
1618,10.1109/TC.1987.1676925,IEEE Trans. Computers,journals/tc,journals/tc/LeeA87,A Mapping Strategy for Parallel Processing.,1987,(),"(('issn', '00189340'), ('pui', '400157655'), ('doi', '10.1109/TC.1987.1676925'), ('sgr', '0023326992'), ('scopus', '2-s2.0-0023326992'))",ea4c712f-4d3f-38e5-94cb-f7d8f4fb1ac3
1619,10.1109/TC.1985.5009393,IEEE Trans. Computers,journals/tc,journals/tc/McCulloch85,Why Merge? - An Examination of Disk Sorting Strategy.,1985,"('Index Terms -Disk sorting', 'external sorting', 'merge sort')","(('issn', '00189340'), ('pui', '400134219'), ('doi', '10.1109/TC.1985.5009393'), ('sgr', '0022044231'), ('scopus', '2-s2.0-0022044231'))",744caab8-90d2-310d-95e5-20c0269695df
1620,10.1109/TC.1985.1676519,IEEE Trans. Computers,journals/tc,journals/tc/SomenziGMP85,Testing Strategy and Technique for Macro-Based Circuits.,1985,"('Automated test pattern generation (ATPG)', 'Boolean differences', 'D-algorithm', 'LSSD', 'controlability', 'design for testability', 'observability', 'programmable logic array (PLA)', 'structured design')","(('sgr', '0021786676'), ('scopus', '2-s2.0-0021786676'), ('doi', '10.1109/TC.1985.1676519'), ('issn', '00189340'), ('pui', '400134357'))",74093694-a332-30e1-adb5-915b46bddb18
1621,10.1109/TC.1983.1676335,IEEE Trans. Computers,journals/tc,journals/tc/Valiant83,Optimality of a Two-Phase Strategy for Routing in Interconnection Networks.,1983,"('Complexity', 'interconnection network', 'parallel computer', 'routing', 'shuffle graph')","(('sgr', '0020814770'), ('scopus', '2-s2.0-0020814770'), ('doi', '10.1109/TC.1983.1676335'), ('issn', '00189340'), ('pui', '400113861'))",4196d97e-efda-34f5-b3ab-d34e88b58238
1622,10.1109/TC.1982.1675973,IEEE Trans. Computers,journals/tc,journals/tc/SixW82,Counting and Reporting Intersections of d-Ranges.,1982,"('Bounding boxes', 'computational geometry', 'd-ranges', 'data structures', 'range tree', 'rectangles', 'segment tree', 'tree of trees structures')","(('pui', '400104438'), ('doi', '10.1109/TC.1982.1675973'), ('scopus', '2-s2.0-0020101814'), ('sgr', '0020101814'), ('issn', '00189340'))",2296af83-8455-3c94-8885-ed1e53e9a6c0
1623,10.1109/TC.1981.6312179,IEEE Trans. Computers,journals/tc,journals/tc/Brown81,Comments on &quot;Algorithms for Reporting and Counting Geometric Intersections&quot;.,1981,(),"(('issn', '00189340'), ('pui', '400096155'), ('doi', '10.1109/TC.1981.6312179'), ('sgr', '0041770126'), ('scopus', '2-s2.0-0041770126'))",83abb081-78a8-3504-81e4-940a0706bc96
1624,10.1109/TC.1981.1675735,IEEE Trans. Computers,journals/tc,journals/tc/FinkelS81,The Lens Interconnection Strategy.,1981,(),"(('sgr', '0019659174'), ('scopus', '2-s2.0-0019659174'), ('doi', '10.1109/TC.1981.1675735'), ('issn', '00189340'), ('pui', '400096315'))",986683d4-f5ae-3025-96a0-1009a2fba652
1625,10.1109/TC.1981.1675831,IEEE Trans. Computers,journals/tc,journals/tc/MyersH81,The Use of Software Simulators in the Testing and Debugging of Microprogram Logic.,1981,"('Index Terms-Debugging', 'microprogramming', 'processor simulation', 'testing')","(('sgr', '0019595334'), ('scopus', '2-s2.0-0019595334'), ('doi', '10.1109/TC.1981.1675831'), ('issn', '00189340'), ('pui', '400096231'))",0d5515bb-5159-3ee3-956d-2e43960cc8c8
1626,10.1109/TC.1980.1675628,IEEE Trans. Computers,journals/tc,journals/tc/BentleyW80,An Optimal Worst Case Algorithm for Reporting Intersections of Rectangles.,1980,"('Computational geometry', 'VLSI design rule checking', 'geometric intersection problems', 'optimal algorithms', 'range searching')","(('pui', '400086961'), ('doi', '10.1109/TC.1980.1675628'), ('scopus', '2-s2.0-0019035230'), ('sgr', '0019035230'), ('issn', '00189340'))",1bbd00ad-71f4-3c55-a34c-b4d61035e0be
1627,10.1109/TC.1979.1675432,IEEE Trans. Computers,journals/tc,journals/tc/BentleyO79,Algorithms for Reporting and Counting Geometric Intersections.,1979,(),"(('sgr', '0018515704'), ('scopus', '2-s2.0-0018515704'), ('doi', '10.1109/TC.1979.1675432'), ('issn', '00189340'), ('pui', '400080243'))",b9e93743-a3a1-338b-a191-5c6d4ce3fd74
1628,10.1109/T-C.1974.223902,IEEE Trans. Computers,journals/tc,journals/tc/Freeman74,B74-13 Operating Systems - Infotech State of the Art Report # 14.,1974,(),"(('doi', '10.1109/t-c.1974.223902'), ('issn', '0018-9340'))",3aaf729f-5ff9-380f-bff0-388e11b92ca1
1629,10.1109/T-C.1974.224007,IEEE Trans. Computers,journals/tc,journals/tc/Kraft74,B74-35 Minicomputers - International Computer State of the Art Report.,1974,(),"(('issn', '0018-9340'), ('doi', '10.1109/t-c.1974.224007'))",8a696cad-9956-34e4-9b11-935f42c3fc2a
1630,10.1109/T-C.1974.223911,IEEE Trans. Computers,journals/tc,journals/tc/Lomet74,B74-22 Software Engineering - International Computer State of the Art Report.,1974,(),"(('issn', '0018-9340'), ('doi', '10.1109/t-c.1974.223911'))",e3e9b3f6-ccf3-3399-b915-9bb83b3e6f10
